ean,article,name,brand,basis,price,kcal,kj,fat,satfat,carb,sugar,fibre,protein,salt,source
3394230110613,101774849_ST,Chèvre Getost,Soignon,100 gram,"47,27 kr",276.0,1146.0,22.0,15.0,0.5,0.5,,19.0,1.5,hemkop
3523230062633,101511398_ST,Chèvre Getost,Soignon,100 gram,"34,97 kr",291.0,1208.0,23.0,16.0,1.0,1.0,,20.0,1.5,hemkop
2379730000009,101333363_KG,Chèvre Getost Rulle,Soignon,100 gram,"235,60 kr",291.0,1208.0,23.0,16.0,1.0,1.0,,20.0,1.5,hemkop
6431901420460,101643063_ST,Ciabatta Glutenfritt,Moilas,100 gram,"37,80 kr",215.0,900.0,3.2,0.5,40.0,4.2,7.0,3.0,1.2,hemkop
7311043024940,101817425_ST,Ciabatta Naturell,Garant,100 gram,"16,04 kr",256.0,1086.0,2.2,0.4,50.0,3.4,2.7,7.4,1.1,hemkop
7311043024957,101817426_ST,Ciabatta Oliv,Garant,100 gram,"19,25 kr",286.0,1208.0,5.1,0.8,51.0,2.9,2.9,7.5,1.4,hemkop
7310401050447,101498676_ST,"Cider Jordgubb Eko 0,5% Burk",Briska,100 milliliter,"11,30 kr",43.0,181.0,0.0,0.0,10.2,10.0,,0.0,0.0,hemkop
7310960052661,101801383_ST,Cinnamon Bun Sweet Fryst,Billys,100 gram,"17,93 kr",292.0,1220.0,10.0,4.1,44.0,12.0,1.6,4.9,0.53,hemkop
7350123660500,101813971_ST,Cinnamon Rolls Granola Glutenfri,Martas,100 gram,"53,89 kr",426.0,1777.0,18.0,1.7,53.0,15.0,6.9,8.9,0.67,hemkop
7311043006472,101543070_ST,Cinnamon Stars Flingor,Eldorado,100 gram,"27,39 kr",420.0,1771.0,12.0,9.0,69.0,20.0,7.0,8.0,0.56,hemkop
5285012213449,101545147_ST,Cinnamon Te Svart,Horse Head,100 milliliter,"28,34 kr",1.0,4.0,0.1,0.1,0.1,0.1,,0.2,0.01,hemkop
7311171006658,101197122_ST,Citron & Dill Sås Ugnsbakad Fisk 4 Port,Abba,100 gram,"26,45 kr",132.0,552.0,11.0,5.0,7.3,1.3,,1.0,1.4,hemkop
7322550092117,101205421_ST,Citron Dillsås Pulver,Blå Band,75 milliliter,"16,56 kr",103.0,434.0,7.4,4.8,6.9,3.7,0.2,2.7,0.76,hemkop
93182,101234341_ST,Citron Eko Klass 1,Garant Eko,,"9,50 kr",,,,,,,,,,
4016241050588,101367012_ST,Citron Grekisk Yoghurt 0%,Arla,100 gram,"39,30 kr",57.0,242.0,0.2,0.1,4.4,3.8,,8.7,0.16,hemkop
7350028540198,100110568_ST,Citron Ingefära,Friggs,,"23,61 kr",,,,,,,,,,
7314720732459,101267015_ST,Citron Ingefära Äpple Dryck,Kiviks Musteri,100 milliliter,"26,45 kr",40.0,180.0,0.0,0.0,9.7,8.8,,0.0,0.0,hemkop
7340083444616,101239059_ST,Citron Juice,Garant,100 milliliter,"10,36 kr",30.0,120.0,0.1,,6.5,1.7,0.4,0.4,,hemkop
7340083444623,101239060_ST,Citron Juice,Garant Eko,100 gram,"18,88 kr",28.0,120.0,0.1,0.0,6.5,1.7,0.4,0.4,0.0,hemkop
74304,100255117_ST,Citron Klass 1,,,"8,50 kr",,,,,,,,,,
7310401059129,101886332_ST,Citron Kolsyrat Vatten Burk,Loka,100 milliliter,"7,52 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,hemkop
7611612516655,101817729_ST,Citron Kolsyrat Vatten Pet,Premier,1000 milliliter,"40,64 kr",,,,,,,,,,hemkop
7611612513807,101205991_ST,Citron Kolsyrat Vatten Pet,Premier,1000 milliliter,"10,36 kr",,,,,,,,,,hemkop
7310401059082,101879773_ST,Citron Kolsyrat Vatten Pet,Loka,100 milliliter,"12,25 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,hemkop
7340083445064,101244455_ST,Citron Kolsyrat Vatten Pet,Eldorado,,"11,30 kr",,,,,,,,,,
7310403059103,101880346_ST,Citron Kolsyrat Vatten Pet,Loka,100 milliliter,"47,27 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,hemkop
7310401059099,101888234_ST,Citron Kolsyrat Vatten Pet,Loka,100 milliliter,"11,30 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,hemkop
7611612516617,101816177_ST,Citron Kolsyrat Vatten Pet,Premier,100 milliliter,"8,47 kr",,,,,,,,,,hemkop
7611612516679,101816203_ST,Citron Kolsyrat Vatten Pet,Premier,,"34,02 kr",,,,,,,,,,
7611612520157,101256861_ST,Citron Kolsyrat Vatten Pet,Premier,1000 milliliter,52 kr,,,,,,,,,,hemkop
6408432095863,101361898_ST,Citron Kvarg Laktosfri 7%,Valio,100 gram,"16,98 kr",153.0,643.0,7.0,4.1,15.0,15.0,,7.2,0.1,hemkop
7611612404280,101552299_ST,"Citron Lemonad, Burk",Premier,100 milliliter,"9,41 kr",34.0,145.0,0.0,0.0,7.9,7.9,,0.0,0.0,hemkop
7611612202152,101833248_ST,Citron Lime Blandsaft Pet,Premier,100 milliliter,"28,34 kr",22.0,92.0,0.0,0.0,5.5,5.5,,0.0,0.0,hemkop
7314720720418,101280989_ST,Citron Lime Fruktdryck Koncentrat,Kiviks Musteri,100 milliliter,"8,04 kr",30.0,120.0,0.0,0.0,6.9,6.7,,0.0,0.0,hemkop
7310090165538,101401938_ST,Citron Lime Lättdryck,Bob,100 milliliter,"8,99 kr",28.0,103.0,0.0,0.0,5.8,5.5,,0.0,0.0,hemkop
7310865889867,101340651_ST,Citron Original Yoghurt 2%,Yoggi,100 gram,"25,60 kr",77.0,325.0,2.0,1.3,11.0,10.0,,3.3,0.11,hemkop
7311180781188,101847502_ST,Citron Rehydrate Funktionsdryck Pet,Hyd,100 milliliter,"21,72 kr",15.0,66.0,0.0,0.0,3.4,3.4,,0.0,0.16,hemkop
7044610876863,101498493_ST,Citron Stilla Källvatten Pet Flaska,Imsdal,100 milliliter,"15,09 kr",0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
7310070008824,101878296_ST,Citron Zero Burk,Zingo,100 milliliter,"10,36 kr",3.0,12.0,0.0,0.0,0.5,0.5,,0.0,0.0,hemkop
7611612404648,101828744_ST,Citron Zero Läsk Pet,Premier,100 milliliter,"15,09 kr",2.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
7310070008848,101889529_ST,Citron Zero Läsk Pet,Zingo,100 milliliter,"20,77 kr",3.0,12.0,0.0,0.0,0.5,0.5,,0.0,0.0,hemkop
7611612404365,101608018_ST,"Citron Zero Läsk,burk",Premier,100 milliliter,"7,75 kr",2.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
7310090343134,101251272_ST,Citron&fläder Saft Pet,Bob,100 milliliter,"46,32 kr",34.0,143.0,0.0,0.0,8.2,7.9,,0.0,0.0,hemkop
7611612222334,101448301_ST,"Citron/lime Vitaminvatten, Pet",Powerking,100 milliliter,"16,98 kr",17.0,71.0,0.0,0.0,4.1,4.1,,0.0,0.01,hemkop
5709364100672,101848627_ST,Citronbites Bite Size 8-pack,Karen Volf,100 gram,"17,93 kr",449.0,1880.0,22.0,9.8,60.0,42.0,0.5,2.6,0.74,hemkop
7340007900228,100946979_ST,Citroner Klass 2,,,"17,91 kr",,,,,,,,,,
7350126083641,101412942_ST,Citronfromage,Ekströms,100 gram,"25,50 kr",149.0,622.0,5.1,3.3,21.0,18.0,,4.9,0.09,hemkop
5705422801215,100373105_ST,Citrongräs,,,"26,55 kr",,,,,,,,,,
7311043006090,101540412_ST,Citrongräs Fänkål&ingefära Te,Garant Eko,,"28,86 kr",,,,,,,,,,
7350113940742,101545752_ST,Citronjuice,Zeinas,100 milliliter,"14,14 kr",28.0,117.0,0.1,0.0,2.0,1.5,,0.3,0.01,hemkop
7310130155536,100638302_ST,Citronkaka Kaffebrödsmix Lättbakat,Kungsörnen,100 gram,"25,50 kr",310.0,1300.0,8.9,5.6,52.0,30.0,,5.5,1.1,hemkop
7311442111302,100051630_ST,Citronmajonnäs,Kavli,100 gram,"17,93 kr",700.0,2900.0,76.0,5.4,2.6,2.4,,1.2,0.8,hemkop
7391603250583,101540750_ST,Citronmarmelad Apelsin med Ingefära,Brunneby,100 milliliter,"35,91 kr",234.0,980.0,0.0,0.0,56.0,51.0,,0.5,0.0,hemkop
7311043011438,101599982_ST,Citronmeliss Klass 1,Garant,,"15,09 kr",,,,,,,,,,
7312110002779,100194166_ST,Citronmuffins 10-pack,Hägges,100 gram,"28,34 kr",420.0,1750.0,20.0,2.1,51.0,27.0,,4.2,1.5,hemkop
7311041032220,100569412_ST,Citronmuffins med Citron 12-pack,Eldorado,100 gram,"28,75 kr",443.0,1856.0,21.0,3.1,59.0,31.0,2.1,4.0,0.61,hemkop
7311311016073,101282337_ST,Citronpeppar Burk,Santa Maria,100 gram,"26,45 kr",149.0,627.0,1.2,0.5,25.0,7.4,9.7,4.4,41.0,hemkop
7350046469297,101384297_ST,Citronpeppar Burk,Kockens,,"28,34 kr",,,,,,,,,,
7340083462658,101273454_ST,Citronpeppar Påse,Eldorado,,"18,88 kr",,,,,,,,,,
7311311004841,101262086_ST,Citronpeppar Påse,Santa Maria,100 gram,"26,45 kr",149.0,625.0,1.2,0.5,25.0,7.4,9.7,4.4,41.0,hemkop
7311043010721,101582745_ST,Citronsmak Krämfyllda Muffins 8p,Dazzley,100 gram,"26,45 kr",477.0,1997.0,29.0,7.0,50.0,32.0,0.6,2.8,1.1,hemkop
7312690021566,101208305_ST,Citronsorbet,Sia Glass,100 gram,"22,66 kr",170.0,700.0,0.5,0.5,40.0,37.0,0.0,0.5,0.03,hemkop
7311311026324,101544929_ST,Citronsyra,Santa Maria,100 gram,"15,09 kr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hemkop
7311041034163,100725244_ST,Citronsyra Påse,Eldorado,,"18,88 kr",,,,,,,,,,
7311171006221,101184915_ST,Citronsås För Ugnsbakad Lax 4 Port,Abba,100 gram,"26,45 kr",143.0,597.0,12.0,5.6,7.3,1.3,,1.0,1.4,hemkop
7311171007204,101230771_ST,Citronsås För Ugnsbakad Lax 4 Port,Abba,100 gram,"28,34 kr",153.0,640.0,14.0,6.8,6.9,1.3,,1.0,1.4,hemkop
7311043003235,101499079_ST,Citrus & Äpple Grönt Te,Garant,,"19,40 kr",,,,,,,,,,
7310072000956,101834096_ST,Citrus Fruits Zero Läsk Burk,Schweppes,100 milliliter,"61,47 kr",2.0,8.0,0.0,0.0,0.2,0.1,,0.0,0.01,hemkop
7314720730431,100083785_ST,Citrus Fruktdryck,Kiviks,100 milliliter,"17,93 kr",35.0,140.0,0.0,0.0,8.0,8.0,0.1,0.0,0.0,hemkop
7311311016189,101282335_ST,Citrus Grillkrydda Burk,Santa Maria,100 gram,"28,34 kr",179.0,751.0,3.1,0.7,23.0,4.5,11.0,9.0,44.2,hemkop
7310074014975,101876810_ST,Citrus Kolsyrat Vatten,Ramlösa,1000 milliliter,"47,27 kr",,,,,,,,,,hemkop
7310070009944,101880331_ST,Citrus Kolsyrat Vatten Pet,Ramlösa,1000 milliliter,"11,83 kr",,,,,,,,,,hemkop
7310070009937,101880328_ST,Citrus Kolsyrat Vatten Pet,Ramlösa,1000 milliliter,"11,30 kr",,,,,,,,,,hemkop
7311310033217,101202845_ST,Classic Americ Rub Påse,Santa Maria,100 gram,"11,30 kr",282.0,1182.0,8.0,0.7,37.0,20.0,13.0,9.0,22.1,hemkop
7340083436444,101222724_ST,Classic Black Tea,Garant,100 gram,"28,86 kr",,0.0,,,,,,,,hemkop
8008698005576,101231309_ST,Classic Bröd Surdegsbröd Glutenfri,Schär,100 gram,"39,70 kr",233.0,981.0,3.4,0.4,43.0,3.3,8.1,3.5,0.99,hemkop
8721274813562,101840643_ST,Classic Crackable Glass,Magnum,100 gram,"56,73 kr",289.0,1211.0,16.0,10.0,31.0,27.0,1.0,3.6,0.12,hemkop
5900649083097,101584125_ST,Classic Matcha Latte,Mokate,100 gram,"31,18 kr",414.0,1745.0,11.0,10.0,72.0,61.0,,6.7,0.43,hemkop
5707196176063,101241373_ST,Classic Salami Chips,Göl,100 gram,"24,55 kr",507.0,2101.0,44.0,16.0,2.8,1.0,,25.0,3.7,hemkop
5707196231205,101287946_ST,Classic Salami Snacks,Göl,100 gram,"24,55 kr",572.0,2366.0,52.0,21.0,3.0,1.0,,23.0,4.9,hemkop
5707196175974,101241416_ST,Classic Salami Sticks,Göl,100 gram,"24,55 kr",557.0,2306.0,49.0,20.0,3.0,1.0,,26.0,5.0,hemkop
7331631011862,101557373_ST,Classic Salamisticks,Paul Och Thom,100 gram,"37,80 kr",443.0,1834.0,38.0,13.0,1.1,0.7,,24.0,3.8,hemkop
7350115941013,101599536_ST,Classic Salsa Medium,El Taco Truck,100 gram,"21,72 kr",40.0,160.0,0.5,0.0,5.8,3.1,,1.3,1.0,hemkop
5707196341980,101599338_ST,Classic Snack Strings,Göl,100 gram,"32,13 kr",464.0,1924.0,38.0,15.0,2.0,1.0,,28.0,3.7,hemkop
7350115906029,101330462_ST,Classic Spice Mix Vegansk,El Taco Truck,100 gram,"16,98 kr",283.0,1184.0,7.9,1.2,32.0,5.0,,11.0,18.5,hemkop
4012824400054,101196670_ST,Classic Tea,Yogi Tea,100 milliliter,"39,70 kr",0.5,2.0,0.1,0.1,0.1,0.1,,0.1,0.01,hemkop
8034028339509,101841094_ST,Classica Hela Bönor,Borbone,,"226,10 kr",,,,,,,,,,
8032484862746,101690680_ST,Classico Aperitivo,Corte Parma,100 gram,"66,20 kr",358.0,1492.0,21.0,10.0,22.0,5.4,2.3,19.0,2.8,hemkop
8000070053625,101357190_ST,Classico Espresso Maestro Kaffekapslar,Lavazza,,"43,48 kr",,,,,,,,,,
8001250015440,101332186_ST,Classico Extra Jungrfruolja Olivolja,De Cecco,100 milliliter,"127,70 kr",824.0,3389.0,91.6,14.0,0.0,0.0,,0.0,0.0,hemkop
7311043017645,101703197_ST,Classico Pastasås,Garant,100 gram,"23,61 kr",56.0,235.0,2.8,0.5,5.7,4.4,1.4,1.3,0.72,hemkop
8076809523561,101213625_ST,Classico Pastasås,Barilla,100 gram,"25,50 kr",66.0,274.0,3.5,0.3,6.4,5.0,1.5,1.4,1.0,hemkop
7350002406182,101228023_ST,Classico Pastasås,Zeta,100 gram,"33,07 kr",60.0,250.0,2.8,0.5,6.1,4.9,,1.6,0.98,hemkop
2090876100001,100126409_KG,Clementin Klass 1,,,"32,95 kr",,,,,,,,,,
7611612404303,101552301_ST,"Clementin Lemonad, Burk",Premier,100 milliliter,"9,41 kr",39.0,166.0,0.0,0.0,9.3,9.3,,0.0,0.0,hemkop
7316110002890,101828900_ST,Cloudy Apple Utan Socker Blanddryck Pet,Fun Light,100 milliliter,"28,34 kr",1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
5410188031812,101270854_ST,Cloudy Apple Äppeljuice,Tropicana,100 milliliter,"47,27 kr",48.0,205.0,0.0,0.0,11.0,11.0,0.7,0.1,0.8,hemkop
7316110002920,101828902_ST,Cloudy Raspberry Blanddryck Pet,Fun Light,100 milliliter,"28,34 kr",1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
2330021300000,101222271_KG,Club Steak Nöt Sverige,Dalsjöfors,100 gram,319 kr,160.0,700.0,9.3,4.4,0.5,0.5,,20.0,0.1,hemkop
5449000308443,101364645_ST,Coca Cola Burk,Coca-cola,100 milliliter,"188,30 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5449000308450,101364646_ST,Coca Cola Zero Burk,Coca-cola Zero,100 milliliter,"188,30 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112690767,101832229_ST,Coca-cola Lemon Zero Läsk Burk,Coca-cola,100 milliliter,"11,30 kr",1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112690743,101832231_ST,Coca-cola Lemon Zero Läsk Pet,Coca-cola,100 milliliter,"22,66 kr",1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112690262,101832237_ST,Coca-cola Läsk Burk,Coca-cola,100 milliliter,"43,48 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5449000259172,101291270_ST,Coca-cola Läsk Burk,Coca-cola,100 milliliter,"75,66 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5449000259110,101291226_ST,Coca-cola Läsk Burk,Coca-cola,100 milliliter,"50,11 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5449000259219,101350865_ST,Coca-cola Läsk Burk,Coca-cola,100 milliliter,"108,80 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5000112637922,101291199_ST,Coca-cola Läsk Burk,Coca-cola,100 milliliter,"11,30 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
73513513,100584743_ST,Coca-cola Läsk Pet,Coca-cola,100 milliliter,"16,04 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5000112689808,101872392_ST,Coca-cola Läsk Pet,Coca-cola,100 milliliter,"22,66 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5000112689853,101875204_ST,Coca-cola Läsk Pet,Coca-cola,100 milliliter,"17,93 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5000112690552,101855843_ST,Coca-cola Orig Läsk Pet,Coca-cola,100 milliliter,"75,66 kr",42.0,180.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
5000112654240,101355225_ST,Coca-cola Zero Koffeinfri Läsk Burk,Coca-cola Zero,100 milliliter,"11,30 kr",0.3,1.4,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5449000259127,101291227_ST,Coca-cola Zero Läsk Burk,Coca-cola Zero,100 milliliter,"50,11 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5449000259189,101291246_ST,Coca-cola Zero Läsk Burk,Coca-cola Zero,100 milliliter,"75,66 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112637939,101291077_ST,Coca-cola Zero Läsk Burk,Coca-cola Zero,100 milliliter,"11,30 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112690279,101832248_ST,Coca-cola Zero Läsk Burk,Coca-cola,100 milliliter,"43,48 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5449000259226,101350866_ST,Coca-cola Zero Läsk Burk,Coca-cola Zero,100 milliliter,"108,80 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5449000131836,100253725_ST,Coca-cola Zero Läsk Pet,Coca-cola Zero,100 milliliter,"16,04 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112689792,101859661_ST,Coca-cola Zero Läsk Pet,Coca-cola,100 milliliter,"22,66 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112690569,101855885_ST,Coca-cola Zero Läsk Pet,Coca-cola,100 milliliter,"75,66 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112689839,101875230_ST,Coca-cola Zero Läsk Pet,Coca-cola Zero,100 milliliter,"17,93 kr",3.0,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
7312730097001,100819633_ST,Cocktailtomat Kvist Klass 1,,,"33,85 kr",,,,,,,,,,
5059319025032,101502693_ST,Coco Pops,Kellogg's,100 gram,"43,48 kr",386.0,1636.0,1.9,0.9,84.0,17.0,3.8,6.3,0.65,hemkop
7311312005489,101295626_ST,Coconut Cream Rich 24 %,Santa Maria,100 gram,"25,50 kr",238.0,982.0,24.0,22.0,2.6,2.1,,2.3,0.02,hemkop
7394376624025,101867453_ST,"Coconut Ikaffe 1,6%",Oatly,100 milliliter,"24,55 kr",38.0,159.0,1.6,0.1,5.2,3.3,0.4,0.5,0.1,hemkop
8850161166136,101345955_ST,Coconut Milk,Ampawa,100 milliliter,"18,88 kr",168.0,694.0,17.0,15.0,2.8,1.6,0.0,1.0,0.06,hemkop
8850161166204,101584119_ST,Coconut Milk,Ampawa,100 milliliter,"34,02 kr",168.0,694.0,17.0,15.0,2.8,1.6,0.0,1.0,0.06,hemkop
7311312005465,101295624_ST,Coconut Milk Light,Santa Maria,100 gram,"19,82 kr",79.0,325.0,8.0,7.7,0.9,0.8,,0.8,0.0,hemkop
7311312005472,101295602_ST,Coconut Milk Organic,Santa Maria,100 gram,"22,66 kr",180.0,744.0,18.0,16.0,2.7,2.2,,1.9,0.02,hemkop
7311312005458,101295567_ST,Coconut Milk Original,Santa Maria,100 gram,"19,82 kr",180.0,744.0,18.0,16.0,2.7,2.2,,1.9,0.02,hemkop
5411188131380,101332494_ST,Coconut Natural Kokosgurt,Alpro,100 gram,"37,80 kr",79.0,329.0,6.0,5.6,5.1,0.6,0.0,0.6,0.03,hemkop
5411188128311,101294541_ST,Coconut No Sugars Kokosdryck,Alpro,100 milliliter,"25,50 kr",14.0,56.0,1.2,1.1,0.0,0.0,0.0,0.1,0.07,hemkop
7350054816557,101346133_ST,Coconut Pineapple Te,Life By Follis,,"34,02 kr",,,,,,,,,,
898999000503,101275657_ST,Coconut Water Natural Never From Concentra,Vita Coco,100 milliliter,"44,43 kr",13.0,56.0,0.0,0.0,3.3,2.2,,0.0,0.06,hemkop
898999000022,101194878_ST,Coconut Water Naturell Kokosvatten Tetra,Vita Coco,100 milliliter,"22,66 kr",13.0,56.0,0.0,0.0,3.3,2.2,,0.0,0.06,hemkop
3415581103922,101840632_ST,Coffee Glass,Häagen-dazs,100 gram,"55,79 kr",240.0,1002.0,15.7,10.5,20.3,19.7,0.1,4.4,0.16,hemkop
7311180052257,101358039_ST,Coffee Syrup Caramel Smaksättning,Saturnus,100 milliliter,"31,18 kr",250.0,1055.0,0.5,0.5,61.5,61.5,,0.5,0.0,hemkop
7311043005840,101539478_ST,Cognacmedwurst Alspånsrökt,Garant,100 gram,"33,07 kr",380.0,1580.0,33.0,14.0,8.1,3.5,1.0,13.0,3.0,hemkop
7311043005833,101539477_ST,Cognacmedwurst Enrisrökt,Garant,100 gram,"33,07 kr",380.0,1580.0,33.0,14.0,8.1,3.5,1.0,13.0,3.0,hemkop
7340083491405,101348663_ST,Cognacs Medwurst Deliskivor,Garant,100 gram,"23,61 kr",440.0,1830.0,39.0,11.0,8.0,4.3,,13.5,3.0,hemkop
7330792010301,101615506_ST,Cognacs- Medwurst Skivad,Pärsons,100 gram,"24,58 kr",410.0,1700.0,36.0,15.0,8.0,5.7,,13.0,3.0,hemkop
7340083433467,101216565_ST,Cognacswurst Skivad,Eldorado,100 gram,"28,34 kr",390.0,1660.0,34.0,14.0,1.5,0.6,,15.0,3.0,hemkop
7340131608007,101246142_ST,Cola Focus Energidryck Burk,Nocco,100 milliliter,"22,05 kr",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hemkop
7350139071505,101847710_ST,Cola Funktionsdryck Burk,Gowell,100 milliliter,"16,98 kr",1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hemkop
7611612404600,101828741_ST,Cola Läsk Pet,Premier,100 milliliter,"15,09 kr",43.0,183.0,0.0,0.0,11.0,11.0,,0.0,0.0,hemkop
7611612404327,101607964_ST,"Cola Läsk,burk",Premier,100 milliliter,"7,75 kr",43.0,183.0,0.0,0.0,11.0,11.0,,0.0,0.0,hemkop
7340083498268,101422563_ST,"Cola Sockerfri Läsk, Petflaska",Eldorado,100 milliliter,"15,09 kr",1.0,2.0,0.0,0.0,0.1,0.0,,0.1,0.01,hemkop
7611612404594,101828740_ST,Cola Zero Läsk Pet,Premier,100 milliliter,"15,09 kr",1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
7611612404310,101607963_ST,"Cola Zero Läsk,burk",Premier,100 milliliter,"7,75 kr",1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
7312060200492,101840595_ST,Cola&hallon Kalas Glasspinnar,Triumf Glass,100 gram,"42,54 kr",90.0,390.0,0.5,0.5,22.0,22.0,,0.5,0.03,hemkop
7350102500124,101590535_ST,Cold Brew Kaffe Koncentrat,Mode Cold Brew,100 milliliter,"59,95 kr",8.0,36.0,0.0,0.0,1.4,0.0,,0.6,0.0,hemkop
7340083479137,101303611_ST,Coleslaw,Eldorado,100 gram,"22,66 kr",300.0,1250.0,30.0,2.2,6.5,4.4,,0.7,0.8,hemkop
7313161427559,101131008_ST,Coleslaw,Rydbergs,100 gram,"37,80 kr",340.0,1400.0,33.0,2.5,11.0,10.0,,0.8,0.9,hemkop
7310470050256,100450762_ST,Collorit,Ekströms,100 gram,"15,61 kr",140.0,600.0,0.0,0.0,34.0,34.0,,0.0,10.0,hemkop
8711000360613,101295946_ST,Colombia 8 Andes Kaffekapslar,L'or,,"43,48 kr",,,,,,,,,,
7613036961721,101546220_ST,Colombia Kaffekapslar,Starbucks,,"49,16 kr",,,,,,,,,,
5701073064818,101354152_ST,Colour Black Hushållsfärg Svart,Dr Oetker,,"21,20 kr",,,,,,,,,,
5701073064672,101087609_ST,Colour Blue Hushållsfärg Blå,Dr Oetker,,"21,20 kr",,,,,,,,,,
5701073064658,100954665_ST,Colour Green Hushållsfärg Grön,Dr Oetker,,"21,20 kr",,,,,,,,,,
5701073064641,100954674_ST,Colour Red Hushållsfärg Röd,Dr Oetker,,"21,10 kr",,,,,,,,,,
5701073064665,100954638_ST,Colour Yellow Hushållsfärg Gul,Dr Oetker,,"21,20 kr",,,,,,,,,,
2351361600001,101612750_KG,Comté 32%,Wernersson Ost,100 gram,406 kr,413.0,1714.0,32.0,18.0,0.5,0.0,,29.0,0.6,hemkop
2379747700008,101677044_KG,Comté Aop,Engelmanns,100 gram,"415,40 kr",410.0,1700.0,34.0,22.0,0.5,0.5,,26.0,1.8,hemkop
7611612150972,101550179_ST,Conchigle,Monte Castello,100 gram,"9,41 kr",364.0,1543.0,1.7,0.3,75.0,2.6,3.1,12.0,0.0,hemkop
7310130013676,101802890_ST,Conchiglie Fullkornspasta,Kungsörnen,100 gram,"19,82 kr",352.0,1473.0,2.0,0.5,65.0,3.0,7.0,14.0,0.01,hemkop
8000139937941,101481190_ST,Conchiglie Pasta,Garofalo,100 gram,"20,77 kr",351.0,1489.0,1.0,0.2,70.0,3.0,3.0,14.0,0.01,hemkop
7310130012358,101364334_ST,Conchiglie Svensk Pasta,Kungsörnen,100 gram,"17,93 kr",343.0,1435.0,2.0,0.4,66.0,0.3,4.4,12.0,0.0,hemkop
7315200015406,100495420_ST,Condensed Milk Sweetened,Törsleffs,100 gram,"37,80 kr",325.0,1372.0,8.0,5.4,56.0,56.0,,6.9,0.23,hemkop
8716200488365,100611713_ST,Condensed Milk Sweetened,Rainbow,100 gram,"27,39 kr",325.0,1372.0,8.0,5.4,56.0,56.0,,6.9,0.23,hemkop
7311043000722,101436735_ST,Condimento Bianco Vinäger,Garant,100 milliliter,"29,85 kr",102.0,436.0,0.0,0.0,21.0,20.0,,0.5,0.01,hemkop
7311043000715,101436734_ST,Condimento Rosé Vinäger,Garant,100 milliliter,"29,85 kr",151.0,643.0,0.0,0.0,33.0,32.0,,1.0,0.01,hemkop
8711327648036,101649420_ST,Cookie Dough Peaces,Ben & Jerry's,100 gram,"53,89 kr",380.0,1589.0,24.0,10.0,37.0,29.0,,4.1,0.35,hemkop
