ean,article,name,brand,basis,price,kcal,kj,fat,satfat,carb,sugar,fibre,protein,salt,source
7317530110851,101591380_ST,Tunnbröd Ljust Libanesiskt Uvs,Orientbröd,100 gram,"11,30 kr",260.0,1100.0,2.0,0.3,50.0,0.3,2.5,10.0,1.0,hemkop
7311860112103,101325138_ST,Tunnbröd Råg,Mjälloms,100 gram,"18,88 kr",330.0,1350.0,1.9,0.0,61.0,1.0,11.0,11.0,1.2,hemkop
7311860112202,101324934_ST,Tunnbröd Vete,Mjälloms,100 gram,"18,88 kr",340.0,1450.0,3.0,0.3,66.0,2.5,5.0,11.0,0.74,hemkop
7350047280280,101607248_ST,Tunnbrödchips Original,Mörsjö Deli,100 gram,"47,27 kr",540.0,2300.0,33.0,7.9,52.0,4.4,3.6,8.4,1.5,hemkop
7310770664436,101227993_ST,Tunnskivad Gurka Mor Annas,Önos,100 gram,"27,39 kr",76.0,319.0,0.0,0.0,17.0,17.0,,0.9,2.1,hemkop
7331044072627,101599277_ST,Tunnskivad Kalkonbröstfilé,Ingelstakalkon,100 gram,"87,85 kr",120.0,493.0,2.3,0.7,1.3,0.5,,22.7,0.5,hemkop
7392672000468,101180678_ST,Turkisk Yoghur Naturell 17%,Salakis,100 gram,"29,83 kr",183.0,758.0,17.0,11.1,4.2,4.2,,3.4,0.08,hemkop
7392672104104,100486886_ST,Turkisk Yoghurt 10%,Salakis,100 gram,"31,53 kr",130.0,530.0,10.0,6.6,5.1,5.1,,4.2,0.1,hemkop
7392672104050,100790529_ST,Turkisk Yoghurt 10%,Salakis,100 gram,"23,31 kr",130.0,530.0,10.0,6.6,5.1,5.1,,4.2,0.1,hemkop
7310865078353,101184191_ST,Turkisk Yoghurt 10%,Arla Köket,100 gram,"34,47 kr",119.0,494.0,10.0,6.5,3.4,3.4,,3.2,0.08,hemkop
7310865891280,101496155_ST,Turkisk Yoghurt 10%,Arla Köket,100 gram,"16,04 kr",119.0,494.0,10.0,6.5,3.4,3.4,,3.2,0.08,hemkop
7310867004954,101833639_ST,"Turkisk Yoghurt 3,5%",Salakis,100 gram,"36,86 kr",69.0,290.0,3.5,2.4,4.8,4.2,,4.1,0.11,hemkop
7310867204118,101545475_ST,Turkisk Yoghurt Laktosfri,Salakis,100 gram,"36,46 kr",120.0,500.0,10.0,6.5,4.5,4.5,,3.2,0.1,hemkop
7392672004466,101308911_ST,Turkisk Yoghurt Laktosfri 0%,Salakis,100 gram,"22,24 kr",60.0,250.0,0.0,0.0,3.3,3.3,,11.0,0.1,hemkop
7310865890757,101457286_ST,Turkisk Yoghurt Laktosfri 10%,Arla Ko,100 gram,"37,30 kr",119.0,494.0,10.0,6.5,3.4,3.4,,3.2,0.08,hemkop
7392672000697,101187434_ST,Turkisk Yoghurt Laktosfri 10%,Salakis,100 gram,"26,45 kr",124.0,516.0,10.0,6.4,4.4,4.4,,4.2,0.12,hemkop
7311041065044,101178948_ST,Turkisk Yoghurt Naturell 10%,Garant,100 gram,"21,29 kr",119.0,494.0,10.0,6.5,3.4,3.4,,3.2,0.08,hemkop
7350056793030,101275880_ST,Turkisk Yoghurt Naturell 10%,Larsa Foods,100 gram,"34,02 kr",123.0,510.0,10.0,6.1,4.2,4.2,,3.4,0.13,hemkop
5709521050000,101667106_ST,Tutti Frutti Topping,Odense,100 gram,"32,13 kr",403.0,1685.0,0.1,0.0,99.0,98.0,,0.0,0.0,hemkop
7311043001644,101469945_ST,Tuttifrutti Pinnar Glasspinne,Dazzley,100 gram,"35,91 kr",70.0,310.0,0.5,0.5,18.0,18.0,,0.5,0.0,hemkop
5900820005764,101289159_ST,Twarog Full-fat Curd Chees Polsk Kvarg Ost,Mlekpol,100 gram,"37,80 kr",150.0,628.0,8.0,5.0,3.5,,,16.0,0.1,hemkop
5900820005733,101333985_ST,Twarog Ost Halvfet,Mlekpol,100 gram,"29,29 kr",118.0,497.0,4.0,3.0,3.5,3.5,,17.0,0.1,hemkop
4001518004692,101356543_ST,Twist´n´snack Ost,Griesson,100 gram,"28,97 kr",491.0,2057.0,24.0,16.0,55.0,2.0,3.7,12.0,2.0,hemkop
7310867524001,101465304_ST,Tzatziki,Salakis,100 gram,"35,91 kr",110.0,450.0,8.3,5.4,4.3,3.3,,4.0,0.9,hemkop
7316150973778,101283501_ST,Tzatziki,Fontana,100 gram,"35,91 kr",131.0,542.0,10.1,3.0,4.5,4.0,,5.4,1.2,hemkop
7340083454301,101260513_ST,Tzatziki Klassisk,Garant,100 milliliter,"18,88 kr",120.0,500.0,10.0,5.3,5.2,4.4,,2.7,0.8,hemkop
7300205753002,100313028_ST,Tärnat Bacon,Scan,100 gram,"17,93 kr",300.0,1250.0,28.0,11.0,0.0,0.0,,13.0,2.4,hemkop
7340083492587,101353515_ST,Tärnat Bacon,Prime Patrol,100 gram,"47,27 kr",299.0,1237.0,27.0,10.0,0.0,0.0,,14.0,2.6,hemkop
7340083490590,101344156_ST,Tångcaviar Röd,Garant,100 gram,"21,29 kr",13.0,54.0,0.5,0.0,1.0,0.0,,1.0,4.0,hemkop
7340083490606,101344157_ST,Tångcaviar Svart,Garant,100 gram,"21,29 kr",13.0,54.0,0.5,0.0,1.0,0.0,,1.0,4.0,hemkop
7312110003134,100206340_ST,Tårtan Tårtbotten 3-delad,Hägges,100 gram,"30,23 kr",300.0,1300.0,3.0,,60.0,31.0,,6.5,,hemkop
7340083485428,101329883_ST,Tårtbotten 3-delad 8-10bitar Glutenfri,Eldorado,100 gram,"34,02 kr",278.0,1164.0,3.0,1.8,58.0,27.0,,4.9,1.3,hemkop
7340083484117,101325922_ST,Tårtbotten Choklad 3-delad 10-12bitar,Eldorado,100 gram,"25,50 kr",320.0,1350.0,3.2,1.6,58.0,33.0,1.1,6.0,1.3,hemkop
7331729009016,101842219_ST,Tårtbotten Glutenfri Mjölkfri Fryst,Hans&greta,100 gram,"54,84 kr",330.0,1400.0,8.0,4.0,60.0,23.0,,4.5,0.37,hemkop
7340083434730,101221987_ST,Tårtbotten Klassisk 3-delad 10-12bitar,Eldorado,100 gram,"25,50 kr",320.0,1350.0,2.8,1.2,62.0,32.0,1.0,5.5,1.2,hemkop
7310500188010,101608022_ST,Ugnsgrönsaker Andalusian Style,Findus,100 gram,"32,13 kr",68.0,286.0,2.2,0.2,9.3,2.2,2.6,1.5,0.47,hemkop
7310960044178,101361104_ST,Ugnsrostad Kyckling Fryst/1 Port,Dafgårds,100 gram,"29,92 kr",118.0,496.0,3.9,1.5,14.0,4.5,2.1,5.9,0.83,hemkop
5060947546783,101550512_ST,"Ultra Peachy Keen Zero Energidryck, Burk",Monster Energy,100 milliliter,"19,82 kr",3.0,11.0,0.0,0.0,0.7,0.0,,0.0,0.16,hemkop
5060947541245,101436836_ST,Ultra Rosa Energidryck Burk,Monster Energy,100 milliliter,"19,82 kr",3.0,12.0,0.0,0.0,1.4,0.0,,0.0,0.2,hemkop
5060335635716,101246462_ST,Ultra Zero Sugar Energidryck Burk,Monster Energy,100 milliliter,"19,82 kr",2.0,10.0,0.0,0.0,0.9,0.0,,0.0,0.2,hemkop
5060337508155,101268934_ST,Ultra Zero Sugar Energidryck Burk,Monster Energy,100 milliliter,"61,47 kr",2.0,10.0,0.0,0.0,0.9,0.0,,0.0,0.2,hemkop
8585002445636,101693326_ST,Umami Buljongtärning,Maggi,100 milliliter,"17,93 kr",3.0,12.0,0.1,0.1,0.4,0.2,0.0,0.1,1.0,hemkop
7311311016004,101282347_ST,Umami Burk,Santa Maria,100 gram,"34,97 kr",304.0,1283.0,1.7,0.3,53.0,15.0,11.0,14.0,9.3,hemkop
5707196368246,101837684_ST,Umami Snack Strings,Göl,100 gram,"32,13 kr",571.0,2363.0,51.0,20.0,3.0,0.5,,25.0,5.0,hemkop
7350042722419,101310999_ST,Umamidressing,Max,100 gram,"26,45 kr",650.0,2700.0,70.0,5.0,3.3,3.2,,1.1,1.9,hemkop
7391835917889,101235587_ST,Umani Buljong Ekologisk Tärningar,Kung Markatta,100 gram,"15,09 kr",310.0,1280.0,24.0,11.0,20.0,5.9,,2.3,46.0,hemkop
5701073061497,101359810_ST,Unicorn Writing Icing,Dr Oetker,100 gram,"33,20 kr",386.0,1635.0,6.2,2.3,83.0,81.0,,0.0,0.01,hemkop
7340150800444,101325933_ST,Unsweetened Made From Peas Vegansk Ärtdryck,Sproud,100 milliliter,"20,77 kr",20.0,100.0,2.0,0.2,0.0,0.0,,1.5,0.15,hemkop
7350104400156,101290612_ST,Use Like Sugar,Nick´s,100 gram,"61,47 kr",108.0,452.0,0.0,0.0,75.0,1.0,22.0,0.0,0.0,hemkop
5056784909119,101776609_ST,"Valentino Rossi Zero Energidryck, Burk",Monster Energy,100 milliliter,"19,82 kr",3.0,11.0,0.0,0.0,0.7,0.0,,0.0,0.09,hemkop
7330242200863,100038549_ST,Vallmofralla Glutenfri Frysta/4-pack,Fria,100 gram,"34,97 kr",270.0,1100.0,4.6,0.7,52.0,3.2,4.5,1.8,1.2,hemkop
7311311015229,101282498_ST,Vallmofrö Blått Burk,Santa Maria,100 gram,"28,34 kr",520.0,2147.0,42.0,4.5,8.6,3.0,20.0,18.0,0.07,hemkop
7300400483353,101847573_ST,Vallmofrö Falu Knäckebröd,Wasa,100 gram,"24,55 kr",338.0,1423.0,3.6,0.6,57.0,0.5,21.0,9.0,1.2,hemkop
7311043006731,101543125_ST,Vallmofrön,Garant,100 gram,"30,23 kr",524.0,2166.0,42.0,4.5,8.6,3.0,20.0,18.0,0.07,hemkop
7311041062722,101134185_ST,Vallmorost Luftigt Saftigt,Garant,100 gram,"24,55 kr",269.0,1124.0,3.6,0.4,47.0,2.9,2.8,9.8,0.93,hemkop
7312690208028,101308951_ST,Valnöt Vår Finaste Gräddglass,Sia Glass,100 gram,"49,16 kr",280.0,1200.0,17.0,8.7,25.0,23.0,0.0,4.4,0.1,hemkop
8711327547223,101360919_ST,Vanilj Big Pack Glass,Gb Glace,100 gram,"33,07 kr",179.0,750.0,6.2,5.5,30.0,20.0,,0.6,0.11,hemkop
5900130045658,101840596_ST,Vanilj Choklad Mini Glasspinnar,Marabou,100 gram,"65,25 kr",308.0,1284.0,19.0,13.0,32.0,28.0,0.7,3.1,0.17,hemkop
7350049500010,101191005_ST,Vanilj Ekologisk Glass,Järnaglass,100 gram,"56,73 kr",254.0,1067.0,16.0,10.0,23.0,23.0,0.0,4.4,0.22,hemkop
7312690304065,101335407_ST,Vanilj Ekologisk Gräddglass,Sia Glass,100 gram,"40,64 kr",240.0,1000.0,16.0,10.0,21.0,21.0,0.0,3.0,0.1,hemkop
6009617862555,101473314_ST,Vanilj Extrakt,Khoisangourmet,,"49,16 kr",,,,,,,,,,
7312060500622,101198687_ST,Vanilj Gammaldags Glass,Triumf Glass,100 gram,"19,82 kr",200.0,850.0,11.0,7.2,23.0,22.0,,2.9,0.18,hemkop
8711327680425,101696457_ST,Vanilj Gammaldags Gräddglass,Gb Glace,100 gram,"49,16 kr",224.0,937.0,11.0,7.3,28.0,20.0,0.5,3.3,0.14,hemkop
8711327462342,101324671_ST,Vanilj Gräddglass,Gb Glace,100 gram,"15,75 kr",175.0,732.0,6.4,4.3,26.0,20.0,0.5,2.5,0.1,hemkop
7312690021108,100374462_ST,Vanilj Gräddglass,Sia Glass,100 gram,"19,82 kr",210.0,860.0,10.0,6.8,23.0,22.0,0.0,3.8,0.1,hemkop
7312690021405,100717814_ST,Vanilj Gräddglass,Sia Glass,100 gram,"43,48 kr",210.0,850.0,10.0,6.8,23.0,22.0,0.0,3.8,0.1,hemkop
6408430401390,101776420_ST,Vanilj Jordgub Proteinmousse Utan Tillsatt Socker,Valio,100 gram,"17,93 kr",72.0,305.0,1.1,0.7,5.4,4.1,,10.0,0.2,hemkop
7312060200461,101696454_ST,Vanilj Jordgubb Duo,Triumf Glass,100 gram,"43,48 kr",300.0,1250.0,19.0,14.0,29.0,25.0,,3.5,0.13,hemkop
8711327461901,101324669_ST,Vanilj Krossad Choklad Gräddglass,Gb Glace,100 milliliter,"15,75 kr",110.0,460.0,5.3,3.4,14.0,11.0,,1.4,0.05,hemkop
7311043004782,101508071_ST,"Vanilj Kvarg 0,3%",Garant,100 gram,"8,04 kr",55.0,230.0,0.3,0.2,4.6,3.4,,9.0,0.1,hemkop
6408432002991,101833696_ST,"Vanilj Kvarg Laktosfri 0,5%",Valio,100 gram,"14,14 kr",72.0,307.0,0.5,0.3,8.7,8.3,,7.8,0.07,hemkop
6408432095856,101222670_ST,Vanilj Kvarg Laktosfri 7%,Valio,100 gram,"16,98 kr",157.0,660.0,7.0,4.1,16.0,15.0,,7.2,0.08,hemkop
7312690306021,101335409_ST,Vanilj Laktosfri Gräddglass,Sia Glass,100 gram,"40,64 kr",210.0,850.0,10.0,6.7,23.0,23.0,0.5,4.6,0.1,hemkop
8711327462076,101324670_ST,Vanilj med Jordgubbssås Gräddglass,Gb Glace,100 milliliter,"15,75 kr",98.0,409.0,2.9,2.0,16.0,13.0,0.5,1.2,0.05,hemkop
7310865866561,101288823_ST,"Vanilj Mild Grekisk Yoghurt 5,3%",Arla Ko,100 gram,"26,40 kr",97.0,406.0,5.3,3.4,8.8,8.3,,3.0,0.07,hemkop
4016241051035,101719942_ST,"Vanilj Mild Kvarg 0,2%",Arla,100 gram,"22,10 kr",59.0,252.0,0.2,0.1,4.0,3.5,,9.7,0.13,hemkop
4016241050526,101405058_ST,"Vanilj Mild Kvarg Laktosfri 0,2%",Arla,100 gram,"41,10 kr",59.0,252.0,0.2,0.1,4.0,3.5,,9.7,0.13,hemkop
7310865866486,101288878_ST,Vanilj Mild Yoghurt 2%,Arla Ko,100 gram,"21,60 kr",70.0,297.0,2.0,1.3,8.5,8.5,,3.9,0.08,hemkop
7310865088512,101210853_ST,Vanilj Mild Yoghurt 2%,Arla Ko,100 gram,"30,50 kr",70.0,296.0,2.0,1.3,8.5,8.5,,3.9,0.08,hemkop
7311870012691,101833728_ST,"Vanilj Mild Yoghurt Laktosfri 1,3%",Arla Ko,100 gram,"34,50 kr",62.0,260.0,1.3,0.9,8.2,7.8,,3.6,0.1,hemkop
7310865866585,101288822_ST,"Vanilj Mild Yoghurt Mindre Socker 1,5%",Arla Ko,100 gram,"22,60 kr",57.0,242.0,1.5,1.0,6.2,6.2,,4.1,0.09,hemkop
7310865093998,101231490_ST,"Vanilj Protein Mjölkdryck 0,5%",Arla,100 gram,"18,85 kr",45.0,189.0,0.5,0.3,4.7,4.7,,5.3,0.09,hemkop
7350068291128,101252617_ST,Vanilj Protein Pudding Lactose Free,Propud,100 gram,"35,91 kr",73.0,309.0,1.5,0.96,4.8,4.8,,10.0,0.26,hemkop
5711953081330,101545562_ST,Vanilj Proteinshake,Arla,100 milliliter,"22,50 kr",51.0,216.0,0.9,0.6,4.9,4.7,,5.7,0.18,hemkop
7311043019205,101719589_ST,Vanilj Rabarb Te,Garant,,"14,66 kr",,,,,,,,,,
7311043009978,101578229_ST,Vanilj Sandwich Biscuit,Dazzley,100 gram,"29,97 kr",473.0,1987.0,18.0,8.5,71.0,34.0,2.3,5.6,0.35,hemkop
7311043018093,101708430_ST,"Vanilj Skyr Eko 0,2%",Dairy Food,100 gram,"21,72 kr",82.0,347.0,0.2,0.1,10.0,10.0,,9.9,0.2,hemkop
7311043018123,101708429_ST,"Vanilj Skyr Laktosfri 0,2% Eko",Dairy Food,100 gram,"24,55 kr",73.0,308.0,0.2,0.1,7.4,7.4,,10.0,0.2,hemkop
7311043024384,101808362_ST,Vanilj Strut Glass,Dazzley,100 gram,"28,34 kr",286.0,1199.0,13.0,9.7,40.0,23.0,,2.7,0.15,hemkop
7312060502510,101840599_ST,Vanilj Svartvinbär Gräddglass,Triumf Glass,100 gram,"47,27 kr",150.0,650.0,4.1,2.7,27.0,25.0,,1.4,0.09,hemkop
7311180052332,101759227_ST,Vanilj Syrup Sockerfri,Saturnus,100 milliliter,"31,18 kr",1.0,5.0,0.5,0.5,0.5,0.5,,0.5,0.1,hemkop
7350104400675,101336054_ST,Vanilj Utan Tillsatt Socker Glass,Nick´s,100 milliliter,"50,11 kr",89.0,372.0,6.0,5.0,8.0,3.0,3.0,3.0,0.08,hemkop
7312690307011,101350899_ST,Vanilj Utan Tillsatt Socker Gräddglass,Sia Glass,100 gram,"40,64 kr",190.0,800.0,12.0,7.8,14.0,6.0,8.9,3.8,0.1,hemkop
5200303832697,101854880_ST,Vanilj Wafer Sticks,Bolero,100 gram,"42,54 kr",485.0,2039.0,18.6,9.1,74.1,50.3,,5.2,0.18,hemkop
7310867535700,101509075_ST,Vanilj Yoghurt,Lindahls,100 gram,"28,34 kr",50.0,230.0,2.1,1.2,3.7,3.4,,5.2,0.1,hemkop
7310865096166,101257511_ST,"Vanilj Yoghurt med Granola 3,2%",Yoggi,100 gram,"19,85 kr",109.0,460.0,3.3,1.7,15.0,11.0,1.9,3.9,0.1,hemkop
7310865889874,101340652_ST,"Vanilj Yoghurt Mini Laktosfri 0,1%",Yoggi,100 gram,"25,95 kr",35.0,148.0,0.1,0.1,4.0,3.6,,3.9,0.09,hemkop
7310867548540,101425920_ST,"Vanilj Yoghurtkvarg 0,3%",Lindahls,100 gram,"25,72 kr",50.0,210.0,0.3,0.1,3.8,3.4,,7.9,0.1,hemkop
7392672001472,101212086_ST,"Vanilj Yoghurtkvarg 0,3%",Lindahls,100 gram,"23,38 kr",75.0,317.0,0.3,0.2,11.0,11.0,,7.0,0.08,hemkop
7310861014119,101833597_ST,"Vanilj Yoghurtkvarg 1,5%",Verum,100 gram,"28,34 kr",80.0,320.0,1.5,1.0,9.3,8.8,,6.2,0.1,hemkop
5701073064740,101051745_ST,Vaniljarom,Dr Oetker,,"21,70 kr",,,,,,,,,,
7317530110004,101591223_ST,Vaniljbulle 4p,Bonjour,100 gram,"35,91 kr",306.0,1277.0,7.7,3.6,51.0,18.0,2.1,5.6,0.44,hemkop
7330242290147,101469378_ST,Vaniljbulle Glutenfri Frysta/4-pack,Fria,100 gram,"34,97 kr",340.0,1450.0,9.6,1.3,61.0,21.0,3.7,1.2,1.1,hemkop
7311070006278,101332388_ST,Vaniljgifflar Vanilj,Pågen,100 gram,"27,89 kr",350.0,1471.0,11.0,1.2,54.0,17.0,,7.6,0.46,hemkop
5701073023983,101258086_ST,Vaniljkräm,Dr Oetker,100 gram,"13,75 kr",384.0,1632.0,0.1,0.0,91.0,54.0,,4.7,0.17,hemkop
5410146421013,101498576_ST,Vaniljkvarg,Danio,100 gram,"10,36 kr",108.0,457.0,2.9,2.0,14.8,14.3,0.1,5.7,0.09,hemkop
7392672003940,101361559_ST,"Vaniljkvarg Utan Tillsatt Socker 0,2%",Lindahls,100 gram,"36,36 kr",60.0,240.0,0.2,0.0,3.5,3.2,,10.0,0.1,hemkop
7313981043991,101340965_ST,Vaniljmuffins Sockerfri,Hägges,100 gram,"37,80 kr",360.0,1500.0,19.0,2.2,44.0,0.5,6.0,4.5,1.0,hemkop
7317530110219,101591489_ST,Vaniljmunk 4-pack,Dafgård,100 gram,"35,91 kr",313.0,1302.0,15.5,6.3,36.8,13.3,1.3,5.6,0.7,hemkop
5701073066669,101804942_ST,Vaniljpulver,Dr Oetker,,"28,10 kr",,,,,,,,,,
6009617863286,101615194_ST,Vaniljpulver Bourbon,Khoisangourmet,,"89,91 kr",,,,,,,,,,
7340083493553,101353120_ST,Vaniljsmak Havredryck,Eldorado,100 milliliter,"15,09 kr",44.0,184.0,1.5,0.2,7.0,4.9,0.3,0.5,0.08,hemkop
7392672002448,101242312_ST,"Vaniljsmak Kvarg 0,2%",Lindahls,100 gram,"23,38 kr",59.0,252.0,0.2,0.1,3.3,3.0,,10.0,0.1,hemkop
7310867546744,101349799_ST,"Vaniljsmak Kvarg Laktosfri 0,2%",Lindahls,100 gram,"10,58 kr",59.0,252.0,0.2,0.1,3.3,3.0,,10.0,0.1,hemkop
7392672002561,101242294_ST,"Vaniljsmak Kvarg Laktosfri 0,2%",Lindahls,100 gram,"25,65 kr",59.0,252.0,0.2,0.1,3.3,3.0,,10.0,0.1,hemkop
5701073066492,101272339_ST,Vaniljsocker,Dr Oetker,100 gram,"20,35 kr",391.0,1661.0,0.2,0.0,97.0,96.0,,0.1,0.0,hemkop
7340083446788,101244319_ST,Vaniljsocker Ekologiskt,Garant Eko,100 gram,"24,55 kr",396.0,1684.0,0.0,0.0,99.0,97.0,0.0,0.1,0.0,hemkop
6009617863279,101607730_ST,Vaniljstång Bourbon,Khoisangourmet,,"47,27 kr",,,,,,,,,,
5701073062944,100647846_ST,Vaniljstång Bourbon Vanilla,Dr Oetker,,"34,20 kr",,,,,,,,,,
7311311014758,101282491_ST,Vaniljstång Burk,Santa Maria,100 gram,"60,52 kr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hemkop
7394376044342,100177336_ST,Vaniljsås,Oatly,100 gram,"10,88 kr",168.0,700.0,11.0,6.2,16.0,13.0,0.9,0.8,0.14,hemkop
7310470061108,100301843_ST,Vaniljsås Färdig,Ekströms,100 milliliter,"17,93 kr",110.0,458.0,4.2,3.6,14.7,12.7,,2.9,0.1,hemkop
5711953147746,101357649_ST,Vaniljsås Klassisk,Dreamy Dessert,100 gram,25 kr,170.0,750.0,10.0,6.4,18.0,15.0,,3.2,0.1,hemkop
7311043020393,101745298_ST,Vaniljsås Klassisk Färdigblandad,Dazzley,100 milliliter,"15,09 kr",132.0,550.0,4.5,4.1,19.0,12.0,,3.1,0.2,hemkop
5711953147777,101357444_ST,Vaniljsås Klassisk Laktosfri,Dreamy Dessert,100 gram,"27,84 kr",170.0,750.0,10.0,6.4,17.0,14.0,,3.2,0.1,hemkop
8719200122932,101777168_ST,Vaniljvisp Laktosfri 12%,Flora By Milda,100 milliliter,"12,25 kr",204.0,855.0,13.0,13.0,18.0,17.0,,4.6,0.2,hemkop
7340083435935,101222654_ST,"Vaniljyoghurt Laktosfri 1,3%",Garant,100 gram,"20,30 kr",68.0,288.0,1.3,0.8,10.0,9.6,,3.4,0.08,hemkop
6408432102523,100971548_ST,"Vaniljyoghurt Laktosfri 2,1%",Valio,100 gram,"30,23 kr",71.0,297.0,2.1,1.2,8.8,8.3,,3.5,0.09,hemkop
5063270110034,101584160_ST,Vanilla Caramel/black Pyramid,Lipton,100 milliliter,"26,45 kr",4.0,17.0,0.5,0.1,0.5,0.5,,0.5,0.01,hemkop
850835000726,101218152_ST,Vanilla Chai Te,Pukka,100 milliliter,"41,59 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
5000112637908,101291134_ST,Vanilla Coca Cola Läsk Burk,Coca-cola,100 milliliter,"11,30 kr",42.0,181.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
7311180052219,101358168_ST,Vanilla Coffee Syrup,Saturnus,100 milliliter,"31,18 kr",250.0,1050.0,0.5,0.5,61.5,61.5,,0.5,0.0,hemkop
8711327637092,101548234_ST,Vanilla Glass,Gb Favorites,100 milliliter,"35,91 kr",98.0,410.0,3.9,3.5,14.0,11.0,,1.3,0.07,hemkop
3415581101928,101277249_ST,Vanilla Glass,Häagen-dazs,100 gram,"55,79 kr",250.0,1041.0,16.9,11.3,19.9,19.9,0.0,4.3,0.16,hemkop
7350068290152,101603040_ST,Vanilla Ice Cr Proteinmilkshake,Propud,100 milliliter,"45,38 kr",58.0,243.0,1.5,0.9,4.8,4.8,,6.2,0.1,hemkop
7394376622809,101676640_ST,Vanilla Ikaffe Havredryck,Oatly,100 milliliter,"24,55 kr",72.0,300.0,3.2,0.3,9.2,5.1,0.8,1.1,0.1,hemkop
7350068291241,101261645_ST,Vanilla Milkshake Lactose Free,Propud,100 milliliter,"19,82 kr",58.0,243.0,1.5,0.9,4.9,4.9,,6.1,0.1,hemkop
8711327374256,101520643_ST,Vanilla Pecan Blondie Glass,Ben & Jerry's,100 milliliter,"63,36 kr",236.0,992.0,14.0,7.9,24.0,22.0,,3.6,0.32,hemkop
5411188140368,101552911_ST,Vanilla Plant Protein Sojadryck,Alpro,100 milliliter,"23,61 kr",67.0,281.0,2.8,0.5,4.8,4.8,0.9,5.0,0.12,hemkop
7340001800906,101274133_ST,Vanilla Protein Milkshake Lactose Free,Barebells,100 milliliter,"22,66 kr",58.0,245.0,1.4,0.9,3.8,3.8,,7.3,0.22,hemkop
73143628,101241355_ST,Vanilla Protein Pudding Lactose Free,Propud,100 gram,"18,88 kr",73.0,309.0,1.5,0.96,4.8,4.8,,10.0,0.26,hemkop
5411188115533,101316736_ST,Vanilla Soya Sojadryck,Alpro,100 milliliter,"21,72 kr",57.0,240.0,1.8,0.3,6.8,6.8,0.5,3.0,0.14,hemkop
6430081491345,101784513_ST,Vanilla Soygurt,Oddlygood,100 gram,"33,07 kr",83.0,351.0,1.8,0.2,12.0,10.0,2.1,3.6,0.1,hemkop
5000112638868,101291173_ST,Vanilla Zero Läsk Burk,Coca-cola Zero,100 milliliter,"11,30 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
5000112689778,101874970_ST,Vanilla Zero Läsk Pet,Coca-cola Zero,100 milliliter,"22,66 kr",0.3,1.3,0.0,0.0,0.0,0.0,,0.0,0.01,hemkop
7311041064474,101174045_ST,Vanillinsocker,Garant,100 gram,"10,36 kr",400.0,1700.0,0.0,0.0,100.0,98.0,,0.0,0.0,hemkop
4740173001768,101781213_ST,Vannamei Chili,Fiskexporten,100 gram,"37,80 kr",179.0,746.0,12.8,0.9,3.5,3.5,,12.2,2.12,hemkop
5702008271172,101688968_ST,Vannameir 16-20 Ib Fryst,2565,100 gram,"159,90 kr",70.0,290.0,1.0,0.1,,,,15.0,0.9,hemkop
7350001292786,101240179_ST,Vannameiräka Kokt M. Stjärt 51/60 Fryst,Miramar,100 gram,"89,91 kr",68.0,286.0,0.33,0.1,0.0,0.0,,16.3,0.54,hemkop
7350001292809,101240180_ST,Vannameiräka Utan Skal 26/30 Fryst,Miramar,100 gram,"89,91 kr",59.0,248.0,0.38,0.1,0.0,0.0,,13.7,0.68,hemkop
2328937300009,101680541_KG,Vardag 28%,Glada Bonden,100 gram,"103,10 kr",358.0,1498.0,28.0,18.0,0.0,0.0,,26.0,1.0,hemkop
7340083444340,101236860_ST,Varmkorv,Garant,100 gram,"33,07 kr",240.0,1000.0,21.0,8.0,7.0,1.0,,8.0,1.9,hemkop
7340083444357,101236861_ST,Varmkorv,Garant,100 gram,"56,73 kr",240.0,1000.0,21.0,8.0,7.0,1.0,,8.0,1.9,hemkop
7330563001019,101175417_ST,Varmkorv,Sorunda Korv,100 gram,52 kr,240.0,1080.0,19.0,8.0,8.0,0.1,,11.0,1.4,hemkop
7300203219005,101327484_ST,Varmkorv,Bullens,100 gram,"203,40 kr",200.0,800.0,14.0,5.0,6.0,0.8,,10.0,2.3,hemkop
7310628008894,101512430_ST,Varmkorv med Skinn,Lithells,100 gram,"41,59 kr",280.0,1150.0,23.0,9.0,9.9,2.5,,8.2,2.0,hemkop
7310628008887,101513659_ST,Varmkorv med Skinn,Lithells,100 gram,"66,20 kr",280.0,1150.0,23.0,9.0,9.9,2.5,,8.2,2.0,hemkop
2387154000000,101295005_KG,Varmrökt Lax,Isfjord Norway,100 gram,141 kr,167.0,698.0,8.2,1.8,0.0,0.0,,23.2,2.0,hemkop
2360732200009,101708700_KG,Varmrökt Lax Bit,Leröy,100 gram,"330,30 kr",220.0,921.0,14.8,2.0,0.1,0.0,,21.9,2.5,hemkop
7311043025817,101289231_ST,Varmrökt Lax Citronpeppar Portionsbit,Falkenberg,100 gram,47 kr,237.0,987.0,16.0,2.5,0.0,0.0,,23.0,1.1,hemkop
2360736800007,101410366_KG,Varmrökt Lax Hel,Leröy,100 gram,141 kr,220.0,921.0,15.0,1.9,0.1,0.0,,22.0,1.6,hemkop
