ean,article,name,brand,weight,price,basis,kcal,kj,fat,satfat,carb,sugar,fibre,protein,salt,source
8007153007490,101590296_ST,100% Italiensk Extra Virgin Olivolja,Farchioni,500 ml,"118,30 kr",100 gram,828.0,3404.0,92.0,14.0,0.0,0.0,0.0,0.0,0.0,willys
3080216060453,101499200_ST,"1664 Blanc 0,0% Veteöl, Glasflaska",Kronenbourg,33 cl,"15,04 kr",100 milliliter,29.0,121.0,0.0,0.0,6.7,3.8,,0.4,0.01,willys
3080216062327,101551616_ST,"1664 Blanc 3,5% Öl, Burk",1,33 cl,"15,99 kr",100 milliliter,32.0,132.0,,,,,,,,willys
5900649011052,101506635_ST,3in 1 Classic Snabbkaffe,Mokate,10 p,"21,67 kr",,,,,,,,,,,
8445291509863,101841031_ST,3in1,Nescafé,10 p,"27,35 kr",100 gram,432.0,1819.0,13.6,12.4,74.8,55.9,2.6,1.3,1.3,willys
7340154813662,101620044_ST,4 Cheese Mac & Cheese 2 Portioner,Macheaven,184 g,"26,40 kr",100 gram,398.0,1677.0,8.9,3.0,64.0,9.8,,14.0,2.0,willys
5997523312114,101527909_ST,5 Spices Beef Cup Noodles,Nissin,64 g,"18,83 kr",100 milliliter,78.0,326.0,3.0,1.5,9.6,0.8,,2.5,1.2,willys
7350126082712,101406051_ST,5minuters Sill Hela Filéer,Abba,430/210 g,"40,60 kr",100 gram,268.0,1124.0,13.0,3.4,27.0,26.0,,11.0,3.6,willys
8719128117294,101342345_ST,7 Up Free Soda Mix,Sodastream,9 l/44 cl,"53,85 kr",100 milliliter,0.6,2.0,0.0,0.0,0.0,0.0,,0.0,0.05,willys
7340083443602,101231748_ST,70% Cacao Mörk Choklad Trinitario Bönor,Garant,100 g,"28,29 kr",100 gram,580.0,2400.0,42.0,25.0,36.0,29.0,9.3,9.1,0.08,willys
3046920028004,100403154_ST,70% Cocoa Dark Excellence Chokladkaka,Lindt,100 g,"39,90 kr",100 gram,566.0,2350.0,41.0,24.0,34.0,30.0,,9.5,0.1,willys
3046920029780,101179861_ST,70% Cocoa Mild Excellence Chokladkaka,Lindt,100 g,"39,90 kr",100 gram,610.0,2528.0,48.0,29.0,33.0,29.0,,6.9,0.01,willys
3046920022422,101780346_ST,70% Milk Excellence Fusion,Lindt,100 g,"39,90 kr",100 gram,554.0,2308.0,36.0,21.0,46.0,42.0,,8.1,0.15,willys
3046920022439,101780348_ST,70% White Excellence Fusion,Lindt,100 g,"39,90 kr",100 gram,566.0,2357.0,38.0,23.0,46.0,43.0,,7.1,0.13,willys
7310070005281,101364835_ST,7up Zero Läsk Burk,7up,33 cl,"8,04 kr",100 milliliter,1.0,5.0,0.0,0.0,0.0,0.0,,0.1,0.05,willys
7340083470752,101286436_ST,85% Cacao Mörk Choklad,Garant,100 g,"28,29 kr",100 gram,597.0,2470.0,48.0,29.0,24.0,13.0,,11.0,0.07,willys
3046920028363,100383327_ST,85% Cocoa Dark Excellence Chokladkaka,Lindt,100 g,"39,90 kr",100 gram,584.0,2418.0,46.0,27.0,22.0,15.0,,12.5,0.01,willys
3046920022446,101780347_ST,85% Milk Salt Excellence Fusion,Lindt,100 g,"39,90 kr",100 gram,559.0,2326.0,38.0,23.0,39.0,34.0,,9.7,0.33,willys
7310290002268,100477887_ST,88:an Glass,Gb Glace,95 ml,"18,92 kr",61 gram,186.0,779.0,11.0,6.0,19.0,17.0,0.6,2.0,0.07,willys
8712100446306,101219604_ST,88an Glass,Gb Glace,6 p,"49,11 kr",100 milliliter,196.0,819.0,12.0,6.2,19.0,18.0,0.7,2.1,0.07,willys
3046920029759,101043363_ST,90% Cocoa Dark Excellence Chokladkaka,Lindt,100 g,"39,90 kr",100 gram,592.0,2483.0,55.0,30.0,14.0,7.0,,10.0,0.03,willys
7310401034799,101278911_ST,A Ship Full Of Alcohol Free Ipa 0% Alkfri Eg,Brutal Brewing,33 cl,"14,10 kr",100 milliliter,20.0,100.0,0.5,0.5,5.3,0.5,,0.5,0.01,willys
7311043002290,101476110_ST,A-fil 3%,Garant,1 kg,"13,90 kr",100 gram,58.0,245.0,3.0,1.9,3.7,3.7,,3.5,0.09,willys
7331102000715,100674913_ST,A-fil 3%,Wapnö,1 l,"18,45 kr",100 gram,60.0,250.0,3.0,1.9,4.0,4.0,,3.4,0.1,willys
7311041071953,101184902_ST,A-fil Ekologisk 3%,Garant Eko,1 kg,"17,88 kr",100 gram,58.0,245.0,3.0,1.9,3.7,3.7,,3.5,0.09,willys
7393061019269,100106939_ST,A-fil Natruell 3%,Falköpings,1 kg,"16,50 kr",100 gram,60.0,250.0,3.0,1.9,3.8,3.8,,3.4,0.1,willys
7340083496219,101353105_ST,A-fil Naturell Acidophilus Laktosfri 3%,Garant,1 l,"19,90 kr",100 gram,50.0,208.0,3.0,1.9,2.2,2.2,,3.5,0.1,willys
7340083469176,101285732_ST,Aah Örtte Hibiskus med Blåbär & Havtorn,Garant,20 p,"18,83 kr",,,,,,,,,,,
3529380020837,101774912_ST,Abbaye Hårdost,Haute Fromager,180 g,"64,90 kr",100 gram,396.0,1643.0,32.0,22.0,0.5,0.5,,27.0,1.8,willys
7313830006429,101274545_ST,Abisko 8-pack,Polarbröd,360 g,"22,61 kr",100 gram,300.0,1260.0,3.9,0.7,55.0,9.8,3.9,8.9,0.88,willys
8711327624917,101615628_ST,After Dinner Glass,Magnum,8 p,"42,49 kr",35 milliliter,101.0,421.0,6.6,4.6,8.9,8.0,0.5,1.2,0.04,willys
5000189363069,101207525_ST,After Eight Chokladask,Nestlé,200 g,"47,22 kr",100 gram,426.0,1792.0,12.9,7.6,73.5,67.8,2.8,2.1,0.03,willys
7340123700450,101277525_ST,Agar Agar Pulver,Khoisan Tea,30 g,"37,76 kr",,,,,,,,,,,
5772739447313,101834790_ST,Agave Sirap,Jakobsen,350 g,"26,40 kr",100 gram,330.0,1390.0,0.0,0.0,80.0,80.0,,0.0,0.0,willys
3088542506508,101228322_ST,Agavesirap Ekologiskt,Sunny Bio,500 g,"51,95 kr",100 gram,320.0,1360.0,0.5,0.1,80.0,79.0,0.5,0.5,0.01,willys
7310350109906,100164778_ST,Ahlgrens Bilar Original,Ahlgrens Bilar,160 g,"15,04 kr",100 gram,352.0,1493.0,0.2,0.2,82.0,57.0,,4.4,0.02,willys
7394101450028,101194972_ST,Aioli,Prinsens,200 g,"18,83 kr",100 gram,627.0,2625.0,67.7,5.1,3.5,2.4,,0.82,0.85,willys
8410422005026,101440208_ST,Aioli Allioli Mortero,Chovi,180 ml,"23,56 kr",100 gram,749.0,3080.0,82.0,10.0,1.5,0.0,,1.2,1.3,willys
7322550097587,101247613_ST,Aioli Garlic & Mayo,Blå Band,300 ml,"22,61 kr",15 milliliter,107.0,439.0,12.0,0.9,0.5,0.5,0.1,0.5,0.19,willys
7311043000913,101441814_ST,Aioli Klassisk,Garant,440 ml,"28,29 kr",100 milliliter,600.0,2600.0,69.0,5.0,0.8,0.5,,0.7,0.9,willys
7340083436246,101224871_ST,Aioli Klassisk,Garant,220 ml,"18,83 kr",100 milliliter,600.0,2600.0,69.0,5.0,0.8,0.5,,0.7,0.9,willys
7315200591047,101676756_ST,Aioli Original,Caj P,250 ml,"23,56 kr",100 gram,660.0,2764.0,74.0,5.4,1.3,1.0,,0.5,1.0,willys
7313160004805,101283505_ST,Aioli Original,Lohmanders,230 ml,"21,29 kr",100 gram,700.0,2850.0,75.0,5.6,3.6,1.7,,1.3,0.9,willys
7350126089605,101676612_ST,Aioli Sås,Felix,335 ml,"28,29 kr",100 gram,428.0,1792.0,46.0,3.4,3.0,0.1,,0.7,1.0,willys
7340062800723,101544775_ST,Ajvar Mild,Minella,690 g,"35,86 kr",100 gram,77.0,321.0,3.9,0.6,8.3,8.2,2.0,1.2,0.8,willys
8691573022128,101649794_ST,Ajvar Mild,Burcu,310 g,"18,83 kr",100 gram,94.0,393.0,5.6,0.6,8.9,7.8,1.7,0.9,1.6,willys
7340062800747,101544776_ST,Ajvar Stark,Minella,690 g,"35,86 kr",100 gram,76.0,318.0,3.6,0.6,8.1,8.0,3.0,1.2,1.0,willys
8691573023125,101660087_ST,Ajvar Stark,Burcu,310 g,"18,83 kr",100 gram,94.0,393.0,5.6,0.6,8.9,7.8,1.7,0.9,1.6,willys
7340083453045,101258144_ST,Alaska Pollock Fryst/4-pack,Eldorado,400 g,"30,19 kr",100 gram,80.0,320.0,0.8,0.1,0.0,0.0,,17.0,0.3,willys
7310070002396,101255404_ST,"Alcohol Free 0,5% Alkfri Glas",Carlsberg,33 cl,"10,88 kr",100 milliliter,20.0,83.0,0.0,0.0,3.9,1.2,,0.4,0.02,willys
5410228279518,101330614_ST,"Alcohol Free Ljus Lager 0,0% Alkfri Glas",Stella Artois,33 cl,"11,83 kr",100 milliliter,18.0,76.0,0.0,0.0,4.2,0.8,,0.3,0.0,willys
7394048001055,101104733_ST,Alfalfagroddar Ekologisk,,130 g,"21,60 kr",,,,,,,,,,,
5059319035604,101667163_ST,All Bran Original Flakes,Kellogg's,750 g,"54,79 kr",100 gram,358.0,1509.0,2.2,0.4,65.0,14.0,17.0,11.0,0.66,willys
7340222801669,101824237_ST,All Day Lemonade Vitamindryck Pet,Vitamin Well,50 cl,"16,56 kr",100 milliliter,17.0,71.0,0.0,0.0,4.0,4.0,0.0,0.0,0.04,willys
7350060088306,101591538_ST,Allkrydda,Dr Chef,800 g,"37,76 kr",100 gram,129.5,542.2,0.61,,24.1,0.0,,6.93,58.45,willys
7310700817703,100258016_ST,Allkrydda Piffi Burk,Kockens,215 g,"27,35 kr",,,,,,,,,,,
7310700676317,100584556_ST,Allkrydda Piffi Burk,Kockens,540 g,"44,38 kr",,,,,,,,,,,
7310700817253,100261440_ST,Allkrydda Piffi Påse,Kockens,175 g,"23,56 kr",,,,,,,,,,,
7311310027605,100426139_ST,Allround Grilloil,Santa Maria,400 ml,"31,13 kr",100 gram,397.0,1638.0,40.0,2.7,7.5,5.0,0.0,1.8,7.8,willys
7311310281014,101230428_ST,Allround Grilloil,Santa Maria,270 ml,"22,61 kr",100 gram,394.0,1623.0,40.0,2.7,7.5,5.0,0.0,1.8,7.8,willys
7315200593911,101216995_ST,Allround Marinad,Caj P,65 ml,"8,04 kr",100 gram,82.0,344.0,0.9,0.0,16.4,7.0,,2.1,8.8,willys
7311310029500,100426148_ST,Allround Marinad Påse,Santa Maria,75 g,"7,09 kr",100 gram,81.0,340.0,1.2,0.1,12.0,7.2,3.1,4.0,8.8,willys
7311311016240,101544882_ST,Allroundkrydda,Santa Maria,120 g,"27,35 kr",100 gram,101.0,423.0,2.5,0.4,8.6,2.0,6.9,7.6,69.0,willys
7312930000634,100841546_ST,Almond Cake Mandeltårta Glutenfri Fryst,Almondy,400 g,"47,22 kr",100 gram,401.0,1677.0,26.0,11.0,30.0,30.0,,11.0,0.35,willys
8714100659922,101840663_ST,Almond Cone Glass,Magnum,160 ml,"28,39 kr",100 gram,357.0,1493.0,21.0,13.0,37.0,29.0,1.2,4.9,0.23,willys
8721274813876,101840644_ST,Almond Crackable Glass,Magnum,440 ml,"49,11 kr",67 gram,208.0,870.0,12.0,6.5,22.0,19.0,0.7,3.1,0.08,willys
8711327614109,101547888_ST,Almond Glasspinne,Magnum,100 ml,"29,33 kr",100 gram,327.0,1363.0,20.0,13.0,31.0,26.0,,4.6,0.11,willys
5411188112709,101207874_ST,Almond No Sugars Mandeldryck,Alpro,1 l,"21,67 kr",100 milliliter,15.0,61.0,1.1,0.1,0.0,0.0,0.3,0.5,0.15,willys
5411188110835,101197313_ST,Almond Roasted Mandeldryck,Alpro,1 l,"21,67 kr",100 milliliter,24.0,99.0,1.1,0.1,2.7,2.4,0.3,0.5,0.15,willys
8720701144934,101832472_ST,Almond Seasalt Mörk Choklad Chocolonely,Tony´s,90 g,"27,35 kr",100 gram,539.0,2253.0,35.0,18.0,44.0,42.0,,6.8,0.51,willys
5410471110217,100529572_ST,Almond Thins,Jules Destroop,100 g,"25,90 kr",100 gram,458.0,1928.0,15.0,7.3,72.0,34.0,,7.4,0.97,willys
7331044075901,101192300_ST,Alspånsrökt Kalkonbröst Skivad,Ingelstakalkon,110 g,"31,13 kr",100 gram,110.0,500.0,2.0,1.0,2.0,1.5,,19.0,2.5,willys
7310960788171,101506793_ST,American Bagel Everything,Dafgårds,85 g,"9,36 kr",100 gram,230.0,962.0,2.5,0.0,43.0,5.0,2.0,8.0,0.73,willys
7310960788140,101506630_ST,American Bagel Naturell,Dafgårds,85 g,"9,36 kr",100 gram,210.0,879.0,0.5,0.0,44.0,5.0,1.0,8.0,0.44,willys
7310760012537,101261379_ST,Amigas Mörkrost Bryggkaffe,Arvidnordquist,450 g,"84,90 kr",,,,,,,,,,,
7310760012544,101261326_ST,Amigas Mörkrost Hela Bönor,Arvidnordquist,450 g,"83,90 kr",,,,,,,,,,,
74029,100145594_ST,Ananas,,ca1 kg,"24,90 kr",,,,,,,,,,,
7340083445101,101239699_ST,Ananas Bitar i Egen Juice,Eldorado,567/340 g,"28,29 kr",100 gram,60.0,240.0,0.5,0.0,13.0,13.0,1.0,0.5,0.01,willys
7311043021581,101762268_ST,Ananas Fryst,Eldorado,500 g,"30,19 kr",100 gram,52.0,217.0,0.0,0.0,12.0,11.0,1.2,0.5,0.0,willys
7311043002320,101476345_ST,Ananas Fryst,Garant,225 g,"18,83 kr",100 gram,63.0,268.0,0.1,0.0,14.0,12.0,1.4,0.4,0.0,willys
5038862003636,101599624_ST,Ananas Jordgub Juice,Innocent,900 ml,"34,92 kr",100 milliliter,47.0,202.0,0.0,0.0,11.0,11.0,0.0,0.94,0.0,willys
38900006495,101109694_ST,Ananas Krossad,Dole,3 p/227 g,"56,68 kr",100 gram,61.0,255.0,0.0,0.0,14.9,12.0,0.9,0.9,0.1,willys
38900015329,101110227_ST,Ananas Krossad i Juice,Dole,432/281 g,"28,29 kr",100 gram,61.0,255.0,0.0,0.0,14.9,13.2,0.9,0.9,0.1,willys
7340083401541,101191813_ST,Ananas Skivad i Egen Juice,Eldorado,567/340 g,"29,90 kr",100 gram,56.0,238.0,0.5,0.0,13.0,13.0,1.0,0.5,0.0,willys
7312060200195,101349534_ST,Ananas Split Glass,Triumf Glass,8 p,"37,76 kr",100 gram,180.0,750.0,8.7,6.6,23.0,23.0,,1.4,0.09,willys
38900014803,101591184_ST,Ananas Tropical Gold Taco/pizza,Dole,3 x227 g,"56,68 kr",100 gram,58.0,243.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,willys
7310500186733,101470652_ST,Angusbiff Fryst/1 Port,Findus,380 g,"31,50 kr",100 gram,128.0,533.0,6.4,2.1,12.0,2.7,2.2,4.4,0.52,willys
7392055051469,101473460_ST,Angusburgare,Köttkultur,300 g,"69,90 kr",100 gram,210.0,900.0,15.0,6.5,0.0,0.0,,19.0,0.5,willys
7340083485190,101329872_ST,"Angusburgare Frysta/ 4x113,5g",Prime Patrol,454 g,"85,08 kr",100 gram,254.0,1053.0,20.0,9.5,0.2,0.2,0.5,18.0,0.98,willys
7310700811497,100695473_ST,Anis Hel Påse,Kockens,17 g,"12,20 kr",,,,,,,,,,,
7350024493337,101436954_ST,Anka Hel Fryst,Julius,"2,2 kg",179 kr,100 gram,284.0,1177.0,24.0,7.0,1.0,0.5,,16.0,0.2,willys
7350033505731,101806267_ST,Ankbröst Barbarie,La Belle De Fr,450 g,"112,62 kr",100 gram,108.0,462.0,1.85,0.0,0.1,0.0,,23.0,0.1,willys
2375877900004,101545510_KG,Ankbröst Barbarie Färsk,La Belle De Fr,ca: 350 g,249 kr,100 gram,108.0,462.0,1.85,0.0,0.1,0.0,,23.0,0.1,willys
7311170022116,100279850_ST,Ansjovis Original,Grebbestads,125/79 g,"33,02 kr",100 gram,190.0,800.0,11.0,3.5,14.0,12.0,,9.7,7.6,willys
7311170022123,100602518_ST,Ansjovis Original,Grebbestads,55/30 g,"18,83 kr",100 gram,180.0,750.0,8.6,3.4,17.0,16.0,,9.7,8.1,willys
7340083492969,101353779_ST,Ansjoviskrydda Sill,Garant,550/370 g,"29,90 kr",100 gram,140.0,600.0,5.1,1.4,14.0,14.0,,8.3,6.9,willys
5038862238595,101314591_ST,Antioxidant Kiwi Cucumber Apple Smoothie,Innocent,300 ml,"24,51 kr",100 milliliter,58.0,244.0,0.0,0.0,13.0,11.0,0.9,0.8,0.0,willys
5038862230643,101315379_ST,Antioxidant Super Smoothie,Innocent,750 ml,"42,49 kr",200 milliliter,106.0,488.0,0.21,0.0,22.0,21.0,1.9,2.6,0.0,willys
7340083427954,101206371_ST,Antipasti Skivad,Garant,120 g,"47,22 kr",100 gram,340.0,1400.0,25.0,10.7,1.7,0.6,,27.0,3.9,willys
7340083427961,101206372_ST,Antipasti Skivad,Garant,300 g,"86,97 kr",100 gram,340.0,1400.0,25.0,10.7,1.7,0.6,,27.0,3.9,willys
7311041062340,101114474_ST,Apelsin Blanddryck Dunk,Eldorado,"2,5/12,5","21,67 kr",100 milliliter,3.0,11.0,0.0,0.0,0.4,0.4,,0.0,0.0,willys
7622400706035,100500361_ST,Apelsin Crisp Noblesse Ask,Marabou,150 g,"45,33 kr",100 gram,558.0,2336.0,35.0,21.0,55.0,50.0,2.3,4.7,0.35,willys
90375910,101264539_ST,Apelsin Fruktdryck Tetra,Mer,20 cl,"5,58 kr",100 milliliter,24.0,104.0,0.0,0.0,5.7,5.7,,0.0,0.0,willys
7311043000661,101441823_ST,Apelsin Ingefära Marmelad,Garant,400 g,"28,29 kr",100 gram,201.0,853.0,0.5,0.0,49.0,48.0,0.9,0.5,0.03,willys
3492390000352,100671293_ST,Apelsin Ingefära Marmelad,St Dalfour,284 g,"33,02 kr",100 gram,238.0,1011.0,0.0,0.01,59.0,58.0,1.0,0.0,0.03,willys
7310867000369,101776402_ST,Apelsin Juice,Bravo,250 ml,"11,26 kr",100 gram,45.0,180.0,0.0,0.0,9.0,9.0,0.4,0.7,0.0,willys
7311043023615,101823999_ST,Apelsin Juice Koncentrat,Eldorado,2 dl,"15,99 kr",100 milliliter,41.0,175.0,0.1,0.0,8.7,8.7,0.2,0.7,0.0,willys
7350068170058,101425807_ST,Apelsin Kiwi Ingefära Kallpressad Juice,Råsaft,700 ml,"42,49 kr",100 milliliter,47.0,195.0,0.5,0.1,11.0,8.4,0.4,0.7,0.0,willys
2090100300009,100126114_KG,Apelsin Klass 1,,ca: 275 g,"17,90 kr",,,,,,,,,,,
7310070008923,101883546_ST,Apelsin Läsk Pet,Zingo,"1,5 l","14,10 kr",100 milliliter,47.0,197.0,0.0,0.0,11.0,11.0,,0.0,0.0,willys
7310403058830,101831521_ST,Apelsin Mandarin Kolsyrat Vatten Pet,Loka,12 p 33 cl,"42,49 kr",100 milliliter,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,willys
7310401058818,101831524_ST,Apelsin Mandarin Kolsyrat Vatten Pet,Loka,50 cl,"8,99 kr",100 milliliter,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,willys
7310401058832,101834343_ST,Apelsin Mandarin Kolsyrat Vatten Pet,Loka,33 cl,"5,58 kr",100 milliliter,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,willys
7350126081555,101354919_ST,Apelsin Mango Passion Granola,Paulúns,450 g,"48,17 kr",100 gram,405.0,1694.0,18.0,1.3,42.0,6.2,20.0,10.0,0.36,willys
5701211012923,101255155_ST,Apelsin Marmelad,Den Gamle,380 g,"33,02 kr",100 gram,198.0,829.0,0.0,0.0,47.0,46.0,,0.0,0.02,willys
7340083435355,101224591_ST,Apelsin Marmelad,Garant,400 g,"28,29 kr",100 gram,200.0,850.0,0.5,0.0,49.0,47.0,,0.5,0.0,willys
73104711,100574442_ST,Apelsin Marmelad,Önos,450 g,"29,24 kr",100 gram,270.0,1150.0,0.0,0.0,66.0,64.0,,0.0,0.0,willys
7340083401725,101191666_ST,Apelsin Marmelad,Eldorado,400 g,"14,10 kr",100 gram,180.0,750.0,0.0,0.0,43.0,42.0,,0.0,0.0,willys
4000243108194,100563310_ST,Apelsin Marmelad,Koo,450 g,"31,13 kr",100 gram,273.0,1147.0,0.5,0.3,66.0,62.0,2.5,0.5,0.03,willys
7310090410690,100405250_ST,Apelsin Marmelad Lättsockrad Refill,Bob,500 g,"15,99 kr",100 gram,150.0,630.0,0.0,0.0,37.0,36.0,,0.0,0.0,willys
7310090401698,100443183_ST,Apelsin Marmelad Refill,Bob,500 g,"15,99 kr",100 gram,210.0,879.0,0.0,0.0,52.0,51.0,,0.0,0.03,willys
7311043010004,101578236_ST,Apelsin Marmelad Squeeze,Garant,400 g,"28,29 kr",100 gram,183.0,776.0,0.5,0.0,45.0,45.0,,0.5,0.03,willys
7310090400240,101397582_ST,Apelsin Marmelad Squeezy,Bob,555 g,"34,90 kr",100 gram,182.0,760.0,0.0,0.0,45.0,44.0,,0.0,0.0,willys
7311043018888,101827623_ST,Apelsin med Fruktkött Juice,Garant,"1,5 l","39,90 kr",100 milliliter,40.0,169.0,0.0,0.0,9.0,8.8,0.0,0.6,0.0,willys
7350068170010,101425559_ST,Apelsin med Fruktkött Kallpressad Juice,Råsaft,700 ml,"42,49 kr",100 milliliter,45.0,188.0,0.5,0.1,10.0,8.4,0.2,0.7,0.0,willys
7311043018321,101709851_ST,Apelsin Mörk Choklad,Garant Eko,85 g,"33,02 kr",100 gram,516.0,2153.0,29.0,18.0,54.0,49.0,6.8,6.2,0.08,willys
7311043015917,101782413_ST,Apelsin Nektar,Eldorado,"1,5 l","23,56 kr",100 milliliter,38.0,158.0,0.1,0.0,9.0,8.9,,0.3,0.0,willys
7310090150534,100508210_ST,Apelsin Persika Lättdryck,Bob,2 dl/1 l,"7,50 kr",100 milliliter,26.0,99.0,0.0,0.0,5.7,5.5,,0.0,0.0,willys
7310090344131,101251298_ST,Apelsin Saft Pet,Bob,"95 cl/7,6","31,13 kr",100 milliliter,32.0,135.0,0.0,0.0,7.8,7.7,,0.0,0.0,willys
7350000552300,101424225_ST,Apelsin Utan Tillsatt Socker Fruktdryck,Proviva,1 l,"32,90 kr",100 gram,35.0,148.0,0.1,0.0,8.1,7.0,0.2,0.3,0.03,willys
7310072001175,101873503_ST,"Apelsin Zero Läsk, Burk",Zingo,6 p33 cl,"34,92 kr",100 milliliter,3.0,13.0,0.5,0.1,0.5,0.5,,0.5,0.01,willys
5281099000262,101553588_ST,Apelsinblom Vatten,Yamama,300 ml,"15,99 kr",100 milliliter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,willys
7312690021436,101051246_ST,Apelsinchoklad Gräddglass,Sia Glass,"1,5 l","39,65 kr",100 gram,230.0,950.0,12.0,6.8,24.0,23.0,0.0,4.1,0.1,willys
5000112654158,101364593_ST,Apelsindryck Fruktdryck Burk,Mer,33 cl,"9,36 kr",100 milliliter,44.0,187.0,0.0,0.0,10.6,10.6,,0.0,0.0,willys
7340083474095,101290435_ST,Apelsindryck Mindre Socker Fruktdryck Tetra,Premier,3 p/25 cl,"12,20 kr",100 milliliter,31.0,133.0,0.0,0.0,7.5,7.5,,0.1,0.0,willys
7340083474132,101290464_ST,Apelsindryck Mindre Socker Fruktdryck Tetra,Premier,25 cl,"5,58 kr",100 milliliter,31.0,133.0,0.0,0.0,7.5,7.5,,0.1,0.0,willys
7310867561402,101200159_ST,Apelsinjuice,Bravo,1 l,"23,90 kr",100 gram,45.0,180.0,0.0,0.0,9.0,9.0,0.4,0.7,0.0,willys
7340083411199,101202804_ST,Apelsinjuice Ekologisk Koncentrat,Garant Eko,2 dl/1 l,"28,29 kr",100 milliliter,42.0,177.0,0.1,0.0,8.8,8.8,,0.7,0.0,willys
7311043019014,101730188_ST,Apelsinjuice med Fruktkött,Garant,1 l,"29,90 kr",100 milliliter,40.0,169.0,0.0,0.0,9.0,8.8,0.0,0.6,0.0,willys
7340083456886,101263793_ST,Apelsinjuice med Fruktkött,Garant,1 l,"21,50 kr",100 milliliter,42.0,175.0,0.5,0.0,9.5,9.3,,0.6,0.05,willys
7311043018987,101804556_ST,Apelsinjuice med Fruktkött,Garant,1 l,"47,22 kr",100 milliliter,48.0,202.0,0.1,0.0,11.0,9.3,0.3,0.6,0.0,willys
7313619002611,101834007_ST,Apelsinjuice med Fruktkött Ekologisk,God Morgon,850 ml,"33,50 kr",100 milliliter,41.0,171.0,0.0,0.0,8.8,8.3,,0.8,0.0,willys
5038862132893,101515206_ST,Apelsinjuice med Morot Juice,Innocent,900 ml,"34,92 kr",200 milliliter,90.0,383.0,0.0,0.0,20.0,16.0,,1.2,0.04,willys
7313619001539,101324030_ST,Apelsinjuice Nypressad,Brämhults,850 ml,"41,50 kr",100 milliliter,43.0,182.0,0.0,0.0,9.0,9.0,0.7,0.7,0.0,willys
7311043018994,101730156_ST,Apelsinjuice Utan Fruktkött,Garant,1 l,"29,90 kr",100 milliliter,41.0,172.0,0.0,0.0,9.0,9.0,0.0,0.6,0.0,willys
7340083456695,101263331_ST,Apelsinjuice Utan Fruktkött,Garant,"1,75 l","34,54 kr",100 milliliter,42.0,175.0,0.5,0.0,9.5,9.3,,0.6,0.05,willys
5038862430456,101341237_ST,Apelsinjuice Utan Fruktkött,Innocent,"1,5 l","50,06 kr",100 milliliter,35.0,149.0,0.5,0.1,7.8,7.8,0.7,0.7,,willys
7622201513184,101366259_ST,Apelsinkrokant Mjölkchoklad,Marabou,43 g,"10,50 kr",100 gram,531.0,2219.0,29.0,17.0,61.0,54.0,1.8,4.3,0.49,willys
7622202239427,101773963_ST,Apelsinkrokant Mjölkchoklad Chokladkaka,Marabou,160 g,"26,40 kr",100 gram,531.0,2219.0,29.0,17.0,61.0,54.0,1.8,4.3,0.49,willys
2351363200001,101612760_KG,Appenzeller Extra,Wernersson Ost,ca: 180 g,429 kr,100 gram,400.0,1161.0,32.8,19.0,0.0,0.0,,26.0,1.6,willys
5038862136389,101307281_ST,Apple & Raspberry Juice,Innocent,900 ml,"34,92 kr",200 milliliter,84.0,354.0,0.0,0.0,19.0,18.0,,0.5,0.0,willys
4820229280917,101821202_ST,Apple Chips Dried Not Fried 100% Natural,Agro Senco,30 g,"28,29 kr",100 gram,467.0,1951.0,22.0,3.3,60.0,40.0,6.7,3.3,0.14,willys
1210002014397,101776351_ST,Apple Fruktdryck,Tropicana,900 ml,"33,97 kr",100 milliliter,47.0,198.0,0.0,0.0,11.0,11.0,0.6,0.2,0.0,willys
5038862139496,101307286_ST,Apple Juice,Innocent,900 ml,"34,92 kr",200 milliliter,90.0,381.0,0.0,0.0,21.0,19.0,,0.3,0.0,willys
5038862138581,101307285_ST,Apple Juice,Innocent,"1,5 l","48,73 kr",200 milliliter,90.0,381.0,0.0,0.0,21.0,19.0,,0.3,0.0,willys
5038862138376,101307284_ST,Apple Kiwi & Cucumber Juice,Innocent,900 ml,"34,92 kr",200 milliliter,78.0,333.0,0.0,0.0,20.0,17.0,,0.0,0.0,willys
7310960052685,101801385_ST,Apple Pie Sweet Fryst,Billys,170 g,"15,50 kr",100 gram,277.0,1160.0,9.3,3.9,43.0,12.0,1.6,4.6,0.5,willys
2090164800002,100126123_KG,Aprikos Färsk Klass 1,,ca: 78 g,"54,90 kr",,,,,,,,,,,
7340083435362,101224589_ST,Aprikos Marmelad,Garant,400 g,"28,29 kr",100 gram,200.0,850.0,0.5,0.0,49.0,47.0,,0.5,0.0,willys
3388600000369,100671159_ST,Aprikos Marmelad,St Dalfour,284 g,"33,02 kr",100 gram,204.0,866.0,0.0,0.01,50.0,46.0,0.9,0.5,0.04,willys
5701211012985,101255156_ST,Aprikos Marmelad,Den Gamle,380 g,"33,02 kr",100 gram,210.0,880.0,0.0,0.0,49.0,44.0,,0.0,0.03,willys
