ean,article,name,brand,weight,price,basis,kcal,kj,fat,satfat,carb,sugar,fibre,protein,salt,source
7340191152694,7340191152694,Broccoli Mix,Coop,750 G,"17,51 kr",100.0 Gram,34.0,144.0,0.7,0.0,3.4,2.7,2.4,2.4,0.0,coop
7340191174580,7340191174580,Broccoli Mix,Xtra,1000 g,"19,83 kr",100.0 Gram,29.0,122.0,0.0,0.0,3.5,0.5,2.5,2.5,0.0,coop
7340191112582,7340191112582,Broccolibuketter Eko,Änglamark,400 g,"17,51 kr",100.0 Gram,34.0,143.0,0.5,0.0,3.5,1.5,3.0,2.4,0.03,coop
7300156591654,7300156591654,Broccolisoppa,Coop,450 ml,"35,49 kr",100.0 Gram,52.0,217.0,3.0,2.0,3.4,1.6,1.8,2.0,1.1,coop
7330606008845,7330606008845,Broccolisparris,,200 g,"49,17 kr",,,,,,,,,,,
5709364100665,5709364100665,Brownie Bites 8-pack,Karen Volf,8 stk,"16,56 kr",100.0 Gram,477.0,1996.0,27.0,15.0,54.0,36.0,2.4,3.8,0.76,coop
8411037800037,8411037800037,Brownies Choklad,Mr Brownie,8 st,"28,35 kr",100.0 Gram,474.0,1.982,25.0,4.1,55.0,46.0,2.1,5.5,0.41,coop
7310340114033,7310340114033,Brun Farin,DAN SUKKER,500 g,"21,29 kr",100.0 Gram,390.0,1650.0,0.0,0.0,97.0,88.0,,0.0,0.02,coop
7310090750697,7310090750697,Bruna Bönor,Felix,500 g,"11,83 kr",100.0 Gram,118.0,493.0,0.4,0.0,20.0,7.5,,5.9,0.82,coop
7316840466085,7316840466085,Brunchägg Frigående L/XL 6-pack,Lantägg,6-pack,"23,50 kr",100.0 Gram,137.0,575.0,9.7,2.6,0.4,0.4,,12.3,0.4,coop
7300156589767,7300156589767,Brunsås,COOP,22 g,"4,68 kr",100.0 Gram,322.0,1347.0,5.2,0.5,61.0,15.0,,6.7,14.7,coop
7322550092032,7322550092032,Brunsås 3-pack,Blå Band,3 PACK,"15,10 kr",100.0 Gram,36.0,153.0,0.9,0.5,5.8,2.0,0.1,1.4,0.96,coop
7350002403624,7350002403624,Bruschetta Naturell,Zeta,175 g,"33,09 kr",100.0 Gram,456.0,1915.0,17.0,2.5,62.0,3.2,,12.0,1.7,coop
7350002403631,7350002403631,Bruschetta Vitlök & Persilja,Zeta,175 g,"33,09 kr",100.0 Gram,456.0,1915.0,17.0,2.5,62.0,3.2,,12.0,1.7,coop
7310831020089,7310831020089,Bryggkaffe Brazil,Lindvalls Kaffe,450 g,"74,18 kr",,,,,,,,,,,
7310830020103,7310830020103,Bryggkaffe Colombia Mellanrost,Lindvalls Kaffe,450 g,"78,50 kr",,,,,,,,,,,
7310830020110,7310830020110,Bryggkaffe Colombia Mörkrost,Lindvalls Kaffe,450 g,"84,70 kr",,,,,,,,,,,
8001688701052,8001688701052,Bryggkaffe Crema Tradizione,Caffe Molinari,500 g,"116,41 kr",,,,,,,,,,,
7310050001999,7310050001999,Bryggkaffe Crescendo Extra Mörkrost,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
8711000591840,8711000591840,Bryggkaffe Ebony Mörkrost,Gevalia,450 g,"71,67 kr",,,,,,,,,,,
8711000530207,8711000530207,Bryggkaffe El-brygg Mellanrost,Gevalia,450 g,"71,67 kr",,,,,,,,,,,
7300156589187,7300156589187,Bryggkaffe Extra Mörk,Coop,450 g,"53,86 kr",,,,,,,,,,,
7310760012902,7310760012902,Bryggkaffe Extra Mörk Franskrost,Arvid Nordquist,500 g,"72,97 kr",,,,,,,,,,,
7310760012308,7310760012308,Bryggkaffe Extra Mörkrost Festivita,Arvid Nordquist,500 g,"72,97 kr",,,,,,,,,,,
7310731101604,7310731101604,Bryggkaffe Extra Mörkrost Forza!,ZOÉGAS,450 G,"79,89 kr",,,,,,,,,,,
7310760012445,7310760012445,Bryggkaffe Extra Mörkrost Reko Eko,Arvid Nordquist Selection,450 g,"84,56 kr",,,,,,,,,,,
7310050001975,7310050001975,Bryggkaffe Jubileum Lätt Mörkrost,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
7310731103165,7310731103165,Bryggkaffe Koffeinfri Eko,ZOÉGAS,450 g,"80,25 kr",,,,,,,,,,,
8711000537497,8711000537497,Bryggkaffe Koffeinfritt Mellanrost,Gevalia,425 g,"82,20 kr",,,,,,,,,,,
8711000602133,8711000602133,Bryggkaffe Kraft Extra mörkrost,Gevalia,450 g,"71,67 kr",,,,,,,,,,,
7310760012568,7310760012568,Bryggkaffe Ljusrost Blond Eko,Arvid Nordquist Selection,450 g,"84,56 kr",,,,,,,,,,,
8711000530283,8711000530283,Bryggkaffe Lätt Mörkrost,Gevalia,450 g,"71,67 kr",,,,,,,,,,,
7310731103028,7310731103028,Bryggkaffe Lätt mörkrost Blue Java,ZOÉGAS,450 G,"70,45 kr",,,,,,,,,,,
7310731101567,7310731101567,Bryggkaffe Lätt Mörkrost Estanzia Eko,ZOÉGAS,450 G,"83,68 kr",,,,,,,,,,,
7310731101680,7310731101680,Bryggkaffe Lätt Mörkrost Pasión Colombia,ZOÉGAS,450 G,"79,89 kr",,,,,,,,,,,
7310050001159,7310050001159,Bryggkaffe Mellanmörk,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
7310760012315,7310760012315,Bryggkaffe Mellanmörk Gran Dia,Arvid Nordquist,500 g,"72,97 kr",,,,,,,,,,,
7310760012629,7310760012629,Bryggkaffe Mellanmörk rost Sommar,Arvid Nordquist,500 g,"72,97 kr",,,,,,,,,,,
7310760012919,7310760012919,Bryggkaffe Mellanmörk Svea,Arvid Nordquist,500 g,"72,97 kr",,,,,,,,,,,
7310760012438,7310760012438,Bryggkaffe Mellanmörkrost Eko,Arvid Nordquist Selection,450 g,"84,56 kr",,,,,,,,,,,
7310760012896,7310760012896,Bryggkaffe Mellanrost,Arvid Nordquist,500 g,"72,97 kr",,,,,,,,,,,
8711000530085,8711000530085,Bryggkaffe Mellanrost,Gevalia,450 g,"71,67 kr",,,,,,,,,,,
7310050001043,7310050001043,Bryggkaffe Mellanrost,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
7310050001883,7310050001883,Bryggkaffe Mellanrost,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
7300156585578,7300156585578,Bryggkaffe Mellanrost,Coop,450 G,"53,86 kr",100.0 Gram,0.0,0.0,,,,,,,,coop
7340191139435,7340191139435,Bryggkaffe Mellanrost,Xtra,500 G,"43,19 kr",100.0 Gram,0.0,0.0,,,,,,,,coop
7310831020034,7310831020034,Bryggkaffe Mellanrost,Lindvalls Kaffe,450 g,"74,18 kr",,,,,,,,,,,
7392736065709,7392736065709,Bryggkaffe Mellanrost,Eguale,450 g,"97,48 kr",,,,,,,,,,,
7310050001791,7310050001791,Bryggkaffe Mellanrost Eko,Löfbergs,450 g,"73,23 kr",,,,,,,,,,,
7300156576477,7300156576477,Bryggkaffe Mellanrost Eko,Änglamark,450 g,"75,73 kr",,,,,,,,,,,
7300156576903,7300156576903,Bryggkaffe Mellanrost Eko,Coop,450 g,"65,39 kr",,,,,,,,,,,
7310831020010,7310831020010,Bryggkaffe Mellanrost Eko,Lindvalls Kaffe,450 g,106 kr,,,,,,,,,,,
8711000537411,8711000537411,Bryggkaffe Mellanrost Eko,Gevalia,425 g,"80,99 kr",,,,,,,,,,,
7310050001777,7310050001777,Bryggkaffe Mellanrost Fair Eko,Löfbergs,450 g,"81,71 kr",,,,,,,,,,,
7310731103073,7310731103073,Bryggkaffe Mellanrost Fikastund,ZOÉGAS,450 G,"70,45 kr",,,,,,,,,,,
7310731103042,7310731103042,Bryggkaffe Mellanrost Mezzo,ZOÉGAS,450 G,"70,45 kr",,,,,,,,,,,
7310760012506,7310760012506,Bryggkaffe Mellanrost Solid Eko,Arvid Nordquist Selection,450 g,"84,56 kr",,,,,,,,,,,
7310731103059,7310731103059,Bryggkaffe Mellanrost Stockholm,ZOÉGAS,450 G,"70,45 kr",,,,,,,,,,,
8711000616239,8711000616239,Bryggkaffe Mellanrost Summer,Gevalia,250 g,"44,54 kr",,,,,,,,,,,
7310731103066,7310731103066,Bryggkaffe Mellanrost Västkust,ZOÉGAS,450 G,"70,45 kr",,,,,,,,,,,
8711000602164,8711000602164,Bryggkaffe Milea Ljusrost,Gevalia,450 g,"71,67 kr",,,,,,,,,,,
7310050010854,7310050010854,Bryggkaffe Mörkrost,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
7310831020058,7310831020058,Bryggkaffe Mörkrost,Lindvalls Kaffe,450 gr,"84,18 kr",,,,,,,,,,,
7300156585585,7300156585585,Bryggkaffe Mörkrost,Coop,450 G,"53,86 kr",100.0 Gram,0.0,0.0,,,,,,,,coop
7310050001067,7310050001067,Bryggkaffe Mörkrost 120 år,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
7310760012537,7310760012537,Bryggkaffe Mörkrost Amigas Eko,Arvid Nordquist Selection,450 g,"84,56 kr",,,,,,,,,,,
7310731101536,7310731101536,Bryggkaffe Mörkrost Dark Temptation,ZOÉGAS,450 G,"79,89 kr",,,,,,,,,,,
7300156576484,7300156576484,Bryggkaffe Mörkrost Eko,Änglamark,450 g,"75,73 kr",,,,,,,,,,,
7300156589194,7300156589194,Bryggkaffe Mörkrost Eko,Coop,450 g,"65,39 kr",,,,,,,,,,,
7310050001197,7310050001197,Bryggkaffe Mörkrost Eko,Löfbergs,450 g,"73,23 kr",,,,,,,,,,,
7310050003580,7310050003580,Bryggkaffe Mörkrost Fika Lovers,Löfbergs,450 g,"73,23 kr",,,,,,,,,,,
7310731101611,7310731101611,Bryggkaffe Mörkrost Hazienda,ZOÉGAS,450 G,"83,68 kr",,,,,,,,,,,
7310731103035,7310731103035,Bryggkaffe Mörkrost Intenzo,ZOÉGAS,450 G,"70,45 kr",,,,,,,,,,,
7310731102397,7310731102397,Bryggkaffe Mörkrost Kahawa,ZOÉGAS,450 G,"79,89 kr",,,,,,,,,,,
7310050001982,7310050001982,Bryggkaffe Mörkrost Kharisma,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
7310731101666,7310731101666,Bryggkaffe Mörkrost Mollbergs Blandning,ZOÉGAS,450 G,"79,89 kr",,,,,,,,,,,
7310731101697,7310731101697,Bryggkaffe Mörkrost Presso,ZOÉGAS,450 G,"79,89 kr",,,,,,,,,,,
7310731103011,7310731103011,Bryggkaffe Mörkrost Skånerost,ZOÉGAS,450 G,"70,45 kr",,,,,,,,,,,
7310760012391,7310760012391,Bryggkaffe Mörkrost Wanyama,Arvid Nordquist,500 g,"72,97 kr",,,,,,,,,,,
7310050001135,7310050001135,Bryggkaffe Prezzo Mellanrost,Löfbergs,450 g,"65,66 kr",,,,,,,,,,,
8000070028050,8000070028050,Bryggkaffe Qualita Oro,Lavazza,340 g,"73,39 kr",,,,,,,,,,,
8000070024083,8000070024083,Bryggkaffe Qualita Rossa,Lavazza,340 g,"72,44 kr",,,,,,,,,,,
7310731102328,7310731102328,Bryggkaffe Skånerost Maria Zoéga,ZOÉGAS,450 G,"79,89 kr",,,,,,,,,,,
7340191148963,7340191148963,Brysselkål,Coop,550 G,"20,77 kr",100.0 Gram,39.0,162.0,0.3,0.0,3.5,2.6,4.6,3.2,0.0,coop
2317238500003,2317238500003,Brännvinsost 12 Mån,Coop,670 gram ungefärlig vikt,"137,98 kr",100.0 Gram,389.0,1614.0,31.0,20.0,0.0,0.0,,26.0,1.3,coop
2340418400008,2340418400008,Brännvinsost Morfars lagrad 12 mån,Falbygdens®,530 gram ungefärlig vikt,"202,54 kr",100.0 Gram,389.0,1614.0,31.0,20.0,0.0,0.0,,26.0,1.2,coop
7350126082224,7350126082224,Brännvinssill,Abba,240 g,"23,95 kr",100.0 Gram,253.0,1059.0,13.0,3.4,23.0,22.0,,11.0,3.2,coop
7315062155609,7315062155609,Bröd Chia God,Hatting,360 g,"26,45 kr",100.0 Gram,274.0,1156.0,6.6,0.8,36.0,2.5,7.8,14.0,0.9,coop
3870004009579,3870004009579,Bröd Somunbröd,Plivit,400 gr,"18,46 kr",100.0 Gram,237.0,994.0,1.9,0.19,50.16,0.88,2.11,6.28,1.08,coop
7312200016945,7312200016945,Bröd Varsågod Skivad,Skogaholm,715 g,"25,51 kr",100.0 Gram,270.0,1150.0,3.3,0.5,50.0,9.5,4.7,8.0,1.0,coop
7350119310044,7350119310044,Brödfri Pizza Mozzarella Pesto På Kycklingbotten,FOR REAL! FOODS,260 gr,"79,45 kr",100.0 Gram,189.0,792.0,12.1,5.5,1.9,1.6,0.5,18.0,0.9,coop
7350119310259,7350119310259,Brödfri Pizza Mozzarella Pesto På Vitkålsbotten,FOR REAL! FOODS,260 gr,"74,95 kr",100.0 Gram,209.0,873.0,9.3,4.2,13.0,4.2,7.0,16.0,0.8,coop
7350119310266,7350119310266,Brödfria Pizzabottnar På Vitkål 2-pack,FOR REAL! FOODS,240 gr,"71,95 kr",100.0 Gram,184.0,770.0,1.8,1.1,21.0,5.4,12.0,16.0,0.8,coop
7311311005046,7311311005046,Brödkryddor Malda,Santa Maria,16 g,"12,83 kr",100.0 Gram,351.0,1458.0,15.0,0.5,22.0,0.0,29.0,17.0,0.12,coop
7310700811664,7310700811664,Brödkryddor Malda,KOCKENS,18 g,"12,26 kr",,,,,,,,,,,
7350083250322,7350083250322,Brödpinnar French Twists Ost,Fine Foods,125 gr,"47,27 kr",100.0 Gram,492.0,2057.0,26.0,18.0,52.0,4.0,3.0,11.0,1.8,coop
7350083250315,7350083250315,Brödpinnar French Twists Salt,Fine Foods,125 gr,"47,27 kr",100.0 Gram,500.0,2090.0,27.0,17.0,53.0,4.5,2.5,10.0,1.8,coop
8009280003574,8009280003574,Brödpinnar Med Pestosmak,Valledoro,100 gram ungefärlig vikt,"29,29 kr",100.0 Gram,423.0,1780.0,13.0,1.4,64.0,3.0,3.0,11.0,2.5,coop
8009280003529,8009280003529,Brödpinnar Med Pizzasmak,Valledoro,100 gram ungefärlig vikt,"27,39 kr",100.0 Gram,458.0,1925.0,16.0,1.6,65.0,2.5,3.0,12.0,2.0,coop
7310340464442,7310340464442,Brödsirap,DAN SUKKER,750 g,"23,19 kr",100.0 Gram,308.0,1309.0,0.0,0.0,76.0,69.0,,1.0,0.68,coop
7391049002425,7391049002425,Bröstfilé Finstrimlad Taco,Lönneberga,450 g,"65,99 kr",100.0 Gram,120.0,506.0,3.1,0.5,1.5,0.9,,22.0,1.1,coop
7313940574504,7313940574504,Buffalo Wings,Guldfågeln,500 g,"38,76 kr",100.0 Gram,230.0,950.0,15.0,5.0,2.0,1.0,,21.0,1.6,coop
2307128600005,2307128600005,Buffalo wings Marinerade,Guldfågeln,800 gram ungefärlig vikt,"80,40 kr",,,,,,,,,,,
7350027793731,7350027793731,Buffelmozzarella,Zeta,100 g,"26,45 kr",100.0 Gram,268.0,1111.0,22.0,15.0,0.8,0.8,,13.0,0.57,coop
7300156601438,7300156601438,Bulgogisås,Coop,250 ml,"28,35 kr",100.0 Milliliter,210.0,900.0,9.3,0.7,28.0,21.0,,2.6,4.2,coop
7340011321750,7340011321750,Bulgur,Coop,500 G,"15,62 kr",100.0 Gram,350.0,1482.0,1.5,0.6,70.0,0.8,6.2,11.0,0.05,coop
7331217015390,7331217015390,Bulgur Fullkorn,Sevan,1 kg,"29,14 kr",100.0 Gram,350.0,1464.0,1.5,0.0,69.0,2.0,8.6,13.0,0.0,coop
7331217010050,7331217010050,Bulgur Grov,Sevan,1 kg,"19,90 kr",100.0 Gram,345.0,1444.0,1.5,0.0,67.0,2.1,7.0,12.0,0.0,coop
7331217010067,7331217010067,Bulgur Mellangrov,Sevan,1 kg,"19,90 kr",100.0 Gram,345.0,1444.0,1.5,0.0,67.0,2.1,7.0,12.0,0.0,coop
7311070006230,7311070006230,Bullar Vanillas,Pågen,220 g,"24,56 kr",100.0 Gram,288.0,1214.0,6.5,2.0,50.0,16.0,,6.5,0.53,coop
7313160020508,7313160020508,Burgardressing Grillad lök,Lohmanders,230 ml,"22,24 kr",100.0 Gram,600.0,2550.0,64.0,4.9,7.5,4.2,,1.2,0.8,coop
7300206131007,7300206131007,Burgare av fläsk,Scan,452 g,"37,36 kr",100.0 Gram,240.0,1000.0,19.0,7.5,3.2,0.0,,13.0,1.2,coop
7350125520123,7350125520123,Burgare Mungböna 4-pack,Max Burgers,360 g,"52,95 kr",100.0 Gram,230.0,960.0,8.0,0.7,26.0,0.9,5.6,10.0,1.2,coop
7311441165610,7311441165610,Burger Cheese Cheddar,Kavli,230 g,"39,70 kr",100.0 Gram,200.0,850.0,16.0,10.0,0.0,0.0,,15.0,3.2,coop
7311441165634,7311441165634,Burger Cheese Cheddar chili,Kavli,230 g,"39,70 kr",100.0 Gram,200.0,850.0,16.0,10.0,0.0,0.0,,15.0,3.2,coop
7300321281007,7300321281007,Burger Crispy Chicken,Kronfågel,525 g,"65,46 kr",100.0 Gram,210.0,900.0,9.8,1.5,16.0,0.5,,15.0,1.3,coop
7310500191683,7310500191683,Burgers Chicken 2-pack,FINDUS,227 g,"34,02 kr",100.0 Gram,304.0,1268.0,19.0,1.9,20.0,0.5,0.5,13.0,0.91,coop
7350004663552,7350004663552,Burgers Mozzarella,Lindströms,340 g,"52,01 kr",100.0 Gram,319.0,1339.0,15.1,8.0,30.0,1.1,,15.0,1.5,coop
5762385078979,5762385078979,Burkskinka,TULIP,340 G,"44,43 kr",100.0 Gram,115.0,483.0,4.5,1.7,0.6,0.6,,18.0,2.2,coop
7350027793984,7350027793984,Burrata,Zeta,100 g,"33,13 kr",100.0 Gram,232.0,959.0,21.0,12.0,1.3,1.3,,11.0,0.54,coop
7300156599353,7300156599353,Burrata,Coop,100 g,"26,45 kr",100.0 Gram,224.0,927.0,19.0,13.0,1.2,1.0,,12.0,0.7,coop
7350101198575,7350101198575,Butikens bästa lösgodis,Candy Collection,800 g,"94,60 kr",100.0 Gram,397.0,1666.0,8.3,5.3,76.8,57.8,,2.8,0.28,coop
5011308303279,5011308303279,Butter Chicken,Patak's,450 g,"39,70 kr",100.0 Gram,101.0,423.0,6.6,2.7,8.7,4.9,,1.1,0.59,coop
5410471918202,5410471918202,Butter crisps Salted Caramel,Jules Destrooper,100 g,"31,71 kr",100.0 Gram,489.0,2049.0,19.0,13.0,74.0,45.0,1.2,5.5,0.63,coop
7331755010352,7331755010352,Butter Popcorn,Sundlings,100 g,"20,77 kr",100.0 Gram,501.0,2097.0,25.0,21.0,61.0,3.5,12.0,8.4,1.8,coop
7310350505210,7310350505210,Butterflies,Malaco,95 g,"12,78 kr",100.0 Gram,344.0,1461.0,0.2,0.1,84.0,60.0,,0.1,0.16,coop
7392128810016,7392128810016,Bärdryck Blåbär Eko,Finnerödja,1 liter,"32,13 kr",100.0 Milliliter,34.0,143.0,0.0,0.0,8.0,7.9,,0.1,0.0,coop
7392128810054,7392128810054,Bärdryck Havtorn Eko,Finnerödja,1 liter,"38,33 kr",100.0 Milliliter,49.0,206.0,0.8,0.1,9.2,9.1,,0.1,0.0,coop
7310861008934,7310861008934,Bärdryck Koncentrat Lingon,Jokk,0.25 L,"20,77 kr",100.0 Milliliter,40.0,170.0,0.0,0.0,9.8,9.8,,0.0,0.0,coop
7314720729015,7314720729015,Bärdryck Koncentrat Svarta Vinbär,Kiviks Musteri,2 dl,"7,52 kr",100.0 Milliliter,30.0,140.0,0.0,0.0,7.8,7.8,,0.0,0.0,coop
7310861008699,7310861008699,Bärdryck Koncentrat Tranbär,Jokk,0.25 L,"28,35 kr",100.0 Milliliter,60.0,230.0,0.0,0.0,13.0,13.0,,0.0,0.0,coop
7392128900038,7392128900038,Bärdryck Koncentrat Tranbär Eko,Finnerödja,200 ml,"32,13 kr",100.0 Milliliter,34.0,144.0,0.0,0.0,7.9,7.8,,0.0,0.0,coop
1200101486843,1200101486843,Bärdryck Light Tranbär,Ocean Spray,1 l,"26,45 kr",100.0 Milliliter,8.0,34.0,0.0,0.0,2.1,1.1,,0.0,0.06,coop
7314720736235,7314720736235,Bärdryck Smultron,Kiviks,1.5 L,"16,99 kr",100.0 Milliliter,35.0,140.0,0.0,0.0,8.2,8.2,,0.0,0.0,coop
7340191178649,7340191178649,Bärdryck Sura körsbär,Coop,1000 MLT,"19,40 kr",100.0 Milliliter,44.0,187.0,0.0,0.0,11.0,11.0,,0.0,0.0,coop
7314720739038,7314720739038,Bärdryck Svarta vinbär,Kiviks,1.5 L,"16,99 kr",100.0 Milliliter,35.0,140.0,0.0,0.0,8.0,8.0,,0.0,0.0,coop
7340191152946,7340191152946,Bärdryck Svarta vinbär,Coop,1000 MLT,"21,72 kr",100.0 Gram,0.0,0.0,,,,,,,,coop
7392128810030,7392128810030,Bärdryck Tranbär,Finnerödja,1 liter,"37,38 kr",100.0 Milliliter,37.0,156.0,0.0,0.0,8.4,8.4,,0.0,0.0,coop
1200101497214,1200101497214,Bärdryck Tranbär,Ocean Spray,1 L,"26,45 kr",100.0 Milliliter,42.0,177.0,0.0,0.0,10.0,9.4,,0.0,0.0,coop
7340191153615,7340191153615,Bärmix,Xtra,500 G,"33,08 kr",100.0 Gram,56.0,233.0,0.0,0.0,9.9,5.9,5.8,1.1,0.0,coop
7340191153783,7340191153783,Bärmix,Coop,250 G,"29,29 kr",100.0 Gram,58.0,241.0,1.4,0.3,7.8,6.4,5.1,0.9,0.0,coop
7340191154742,7340191154742,Bärmix Hallon & blåbär,Coop,250 G,"35,49 kr",100.0 Gram,49.0,205.0,0.7,0.0,7.2,5.5,4.9,1.0,0.0,coop
7322550097679,7322550097679,Béarnaisesås,Blå Band,300 ml,"25,51 kr",100.0 Milliliter,730.0,3002.0,79.0,6.3,4.0,3.6,0.5,1.1,1.3,coop
7322550092001,7322550092001,Béarnaisesås 3-pack,Blå Band,3 PACK,"15,10 kr",100.0 Gram,216.0,902.0,22.0,14.0,5.0,0.8,0.1,0.6,0.83,coop
7322550092094,7322550092094,Béarnaisesås Kryddig 3-pack,Blå Band,3 PACK,"15,10 kr",100.0 Gram,206.0,862.0,20.0,14.0,5.5,0.8,0.2,0.7,0.66,coop
5711953034879,5711953034879,Béchamelsås,Kelda®,5 dl,"36,44 kr",100.0 Gram,77.0,324.0,4.0,2.5,7.1,4.2,,3.1,0.8,coop
7340011352334,7340011352334,Böngroddar,Coop,400 G,"11,85 kr",100.0 Gram,10.0,43.0,0.0,0.0,1.0,0.0,,1.5,0.8,coop
7394048008580,7394048008580,Böngroddar Eko,,180 g,"21,72 kr",,,,,,,,,,,
7340011496090,7340011496090,Bönmix Eko,Änglamark,380 G,"12,78 kr",100.0 Gram,108.0,456.0,1.0,0.0,14.0,1.4,7.3,7.2,0.5,coop
7340191171572,7340191171572,Bönmix i lag,Coop,390 g,"10,88 kr",100.0 Gram,83.0,348.0,1.0,0.2,8.0,0.0,8.0,6.5,0.5,coop
5000157074065,5000157074065,Bönor Baked Chili,Heinz,390 g,"16,56 kr",100.0 Gram,89.0,374.0,0.4,0.1,14.4,6.5,4.0,4.8,0.5,coop
7350002403440,7350002403440,Bönor Blandade Eko,Zeta,380 g,"15,62 kr",100.0 Gram,101.0,424.0,1.1,0.5,12.0,0.5,6.9,7.3,0.2,coop
7340011487920,7340011487920,Bönor Cannellini Eko,Änglamark,380 G,"12,78 kr",100.0 Gram,94.0,397.0,0.7,0.0,13.0,0.0,6.2,5.9,0.4,coop
7340007901140,7340007901140,Bönor Haricot verts,,150 g,"28,34 kr",,,,,,,,,,,
7310130006234,7310130006234,Bönpasta Fusilli,Kungsörnen,450 g,"22,67 kr",100.0 Gram,343.0,1452.0,1.5,0.2,64.0,3.2,7.6,15.0,0.01,coop
5707196272963,5707196272963,Cabanossy,Göl,450 g,"43,49 kr",100.0 Gram,270.0,1120.0,23.0,8.7,2.8,0.5,,13.0,2.6,coop
7350037194405,7350037194405,Cabanossy,Peas of Heaven,210 g,"35,49 kr",100.0 Gram,210.0,878.0,18.0,1.4,4.8,0.3,6.3,7.8,1.9,coop
6416453062320,6416453062320,Cacao,Fazer,200 g,"47,27 kr",100.0 Gram,391.0,1634.0,21.0,13.0,12.0,0.3,,22.0,0.02,coop
7340007500121,7340007500121,Caesarsallad med kyckling,Vidinge,285 g,"73,77 kr",100.0 Gram,172.0,719.0,11.9,2.6,4.8,1.0,0.9,10.9,0.97,coop
7350042721320,7350042721320,Café de Paris,Eriks Såser,230 ml,"29,29 kr",100.0 Gram,700.0,2900.0,76.0,5.4,1.1,0.6,,1.0,1.2,coop
7322550092070,7322550092070,Café de Parissås 3-pack,Blå Band,3 PACK,"15,10 kr",100.0 Gram,206.0,862.0,18.0,12.0,7.8,4.5,0.3,3.3,0.83,coop
7311311015915,7311311015915,Cajun,Santa Maria,34 g,"38,77 kr",100.0 Gram,334.0,1396.0,9.9,1.6,36.0,6.0,23.0,13.0,1.2,coop
8712566108626,8712566108626,Calippo Super mix 5-pack,Calippo,5 st,"52,95 kr",,,,,,,,,,,
3228020481426,3228020481426,Camembert,Président,250 g,"35,79 kr",100.0 Gram,269.0,1117.0,21.0,15.0,0.5,0.5,,20.0,1.4,coop
3252950009443,3252950009443,Camembert Au Lait Cru,Graindorge,150 gr,"98,43 kr",100.0 Gram,291.0,1210.0,23.0,15.0,0.5,0.5,,21.0,1.6,coop
5704025035560,5704025035560,Camembert Petit,Mon Ami,125 g,"19,83 kr",100.0 Gram,292.0,1211.0,24.0,18.0,1.0,0.5,,18.0,1.4,coop
7340191143241,7340191143241,Canaroliris,Coop,500 g,"24,56 kr",100.0 Gram,348.0,1477.0,1.0,0.4,77.0,0.0,,7.3,0.0,coop
7340191168619,7340191168619,Cantuccini,Coop,200 G,"20,77 kr",100.0 Gram,472.0,1979.0,19.0,4.0,61.0,30.0,,12.0,0.14,coop
7350027799719,7350027799719,Cantuccini Mandel,Zeta,250 g,"36,44 kr",100.0 Gram,451.0,1896.0,15.0,2.6,68.0,35.0,3.6,9.2,0.91,coop
7350166370107,7350166370107,Capunti,MINO,400 g,"26,90 kr",100.0 Gram,353.0,1495.0,1.3,0.5,72.0,1.5,3.1,12.0,0.01,coop
7300156597106,7300156597106,Carbonara Tagliatelle,COOP,380 G,"56,74 kr",100.0 Gram,187.0,782.0,12.0,6.1,14.0,1.3,,6.0,0.84,coop
7312200013814,7312200013814,Carlssons Fyrkant,Skogaholm,700 g,"31,71 kr",100.0 Gram,280.0,1200.0,3.3,0.5,51.0,13.0,4.7,9.8,0.6,coop
7350002404997,7350002404997,Carnaroliris,Zeta Casa Di Luca,700 g,"52,01 kr",100.0 Gram,350.0,1487.0,0.6,0.5,78.0,0.5,,7.4,0.0,coop
8008343200882,8008343200882,Casarecce,Rummo,500 g,"29,81 kr",100.0 Gram,356.0,1510.0,1.6,0.3,69.5,3.1,2.9,14.5,0.005,coop
7340191145559,7340191145559,Cashew Eko,Änglamark,100 G,"25,08 kr",100.0 Gram,614.0,2547.0,48.0,9.1,29.0,4.9,,15.0,0.8,coop
7391814009673,7391814009673,Cashew Extra Stora,Exotic Snacks,120 g,"42,54 kr",100.0 Gram,603.0,2526.0,47.0,8.1,26.0,5.7,,18.0,1.0,coop
7391814009994,7391814009994,Cashew Jalapeño,Exotic Snacks,50 g,"19,83 kr",100.0 Gram,595.0,2491.0,46.0,7.9,27.0,6.8,3.3,18.0,1.4,coop
7391814009987,7391814009987,Cashew Rostade & saltade,Exotic Snacks,50 g,"19,83 kr",100.0 Gram,613.0,2568.0,48.0,8.0,26.0,5.9,3.3,18.0,1.0,coop
7391814008935,7391814008935,Cashew Sourcream & onion,Exotic Snacks,250 g,"60,52 kr",100.0 Gram,601.0,2514.0,46.0,7.9,27.0,6.1,3.2,18.0,0.7,coop
